date,exportedTo,weightKg
2012-12-20,Macau,47.2
2012-12-20,Macau,47.9
2012-12-20,Macau,48.4
2012-12-20,Macau,46.2
2012-12-13,Hong Kong,73.7
2012-12-13,Hong Kong,51.2
2012-12-13,Hong Kong,57.4
2012-12-13,Hong Kong,56.9
2012-12-13,Hong Kong,271
2012-12-13,Hong Kong,115.6
2012-12-13,Hong Kong,68.6
2012-12-06,Macau,45
2012-12-06,Macau,78
2012-12-06,Macau,47
2012-12-06,Macau,47.8
2012-12-06,Macau,72
2012-12-04,Macau,44.9
2012-12-04,Macau,45.6
2012-12-04,Macau,45.3
2012-12-04,Macau,50
2012-11-29,USA,32.9
2012-11-29,USA,33.2
2012-11-29,USA,40.2
2012-11-29,USA,33.5
2012-11-29,USA,33.7
2012-10-29,Macau,49.4
2012-10-29,Macau,42.8
2012-10-29,Macau,50.8
2012-10-29,Macau,42.3
2012-10-26,Hong Kong,108.9
2012-10-26,Hong Kong,107.1
2012-10-26,Hong Kong,114.6
2012-10-26,Hong Kong,95.6
2012-10-26,Hong Kong,88.4
2012-10-26,Hong Kong,90.3
2012-10-26,Hong Kong,88.4
2012-10-26,Hong Kong,92.7
2012-10-11,Hong Kong,67.3
2012-10-11,Hong Kong,58
2012-10-11,Hong Kong,53.7
2012-10-11,Hong Kong,56
2012-10-11,Hong Kong,55.6
2012-10-11,Hong Kong,287.7
2012-10-11,Hong Kong,266.5
2012-10-11,Hong Kong,104
2012-10-11,Hong Kong,191
2012-09-24,Macau,57.3
2012-09-24,Macau,73.2
2012-09-24,Macau,35.3
2012-09-24,Macau,45
2012-09-24,Macau,45.4
2012-09-24,Macau,40.8
2012-09-21,Hong Kong,97.8
2012-09-21,Hong Kong,106.4
2012-09-21,Hong Kong,85.7
2012-09-21,Hong Kong,112
2012-09-21,Hong Kong,95.7
2012-09-21,Hong Kong,103.1
2012-09-21,Macau,49.1
2012-09-21,Macau,45.5
2012-09-21,Macau,40.5
2012-09-21,Macau,42.7
2012-08-31,Hong Kong,108.8
2012-08-31,Hong Kong,137
2012-08-31,Hong Kong,122.6
2012-08-31,Hong Kong,134.1
2012-08-31,Hong Kong,138.3
2012-08-31,Hong Kong,109.1
2012-08-31,Hong Kong,94.9
2012-08-30,Macau,27.3
2012-08-23,Macau,47.9
2012-08-23,Macau,50.8
2012-08-23,Macau,46.2
2012-08-15,Macau,46
2012-08-15,Macau,51.5
2012-08-08,Macau,49.3
2012-08-08,Macau,49.4
2012-08-08,Macau,48.1
2012-08-08,Macau,41.1
2012-08-08,Macau,53.3
2012-08-08,Macau,50.1
2012-08-08,Macau,47.9
2012-08-08,Macau,43.4
2012-08-08,Hong Kong,251.9
2012-08-08,Hong Kong,231.6
2012-08-08,Hong Kong,223.3
2012-08-08,Hong Kong,234.3
2012-08-08,Hong Kong,128.4
2012-08-08,Hong Kong,162.6
2012-07-18,Hong Kong,120.8
2012-07-18,Hong Kong,146.1
2012-07-18,Hong Kong,161.1
2012-07-18,Hong Kong,134.5
2012-07-18,Hong Kong,328.3
2012-07-18,Hong Kong,305.5
2012-07-18,Hong Kong,128.8
2012-07-18,Hong Kong,130.8
2012-07-05,Macau,46.6
2012-07-05,Macau,47.2
2012-07-05,Macau,53.3
2012-06-22,Macau,47.4
2012-06-22,Macau,48.9
2012-06-22,Macau,46.6
2012-06-22,Macau,51.5
2012-06-22,Macau,48.1
2012-06-22,Macau,45.8
2012-06-22,Macau,54.2
2012-05-30,Macau,36.8
2012-05-30,Macau,47.1
2012-05-30,Macau,51.4
2012-05-28,Macau,41.6
2012-04-27,Macau,53.0
2012-04-27,Macau,47.7
2012-04-27,Macau,40.7
2012-04-27,Macau,31.9
2012-04-27,Macau,36.8
2012-04-27,Macau,40.0
2012-04-27,Macau,49.3
2012-04-27,Macau,40.3
2012-04-27,Macau,44.7
2012-04-27,Macau,54.7
2012-04-27,Macau,53.4
2012-04-27,Macau,41.2
2012-04-27,Macau,46.1
2012-04-27,Macau,46.3
2012-04-18,Macau,48.3
2012-03-23,Macau,36.2
2012-03-23,Macau,36.7
2012-03-07,Macau,54.2
2012-03-07,Macau,53.4
2012-03-07,Macau,45.3
2012-03-07,Macau,55.8
2012-03-07,Macau,50.1
2012-03-07,Macau,91.7
2012-03-07,Macau,55.2
2012-03-07,Macau,49.5
2012-02-22,Macau,36.4
2012-02-20,Macau,66.6
2012-02-20,Macau,36.9
2012-02-20,Macau,34.0
2012-02-20,Macau,43.2
2012-02-20,Macau,83.1
2012-02-20,Macau,81.9
2012-02-17,Macau,41.7
2012-02-02,Macau,45.9
2012-02-02,Macau,48.0
2012-02-02,Macau,52.6
2012-02-02,Macau,45.2
2013-12-28,Hong Kong,61.9
2013-12-28,Hong Kong,164.5
2013-12-28,Hong Kong,104.4
2013-12-28,Hong Kong,113.7
2013-12-28,Hong Kong,136.7
2013-12-28,Hong Kong,96.5
2013-12-28,Hong Kong,102.8
2013-12-28,Hong Kong,127.3
2013-12-28,Hong Kong,56.4
2013-12-28,Hong Kong,118.4
2013-12-28,Hong Kong,125.8
2013-12-28,Hong Kong,63.6
2013-12-28,Hong Kong,161
2013-12-17,Singapore,285.9
2013-12-13,Macau,55.2
2013-12-13,Macau,50.6
2013-12-13,Macau,49.3
2013-12-13,Macau,43.4
2013-12-13,Singapore,54.2
2013-12-13,Singapore,50.5
2013-12-13,Singapore,53.8
2013-12-13,Singapore,44.6
2013-12-13,Singapore,42.8
2013-12-13,Singapore,48.9
2013-12-11,Macau,38.1
2013-12-11,Hong Kong,111.6
2013-12-11,Hong Kong,276.4
2013-12-11,Hong Kong,105.8
2013-12-11,Hong Kong,22.4
2013-12-11,Hong Kong,20.9
2013-12-11,Hong Kong,31.5
2013-12-11,Hong Kong,23.1
2013-12-11,Hong Kong,21.8
2013-12-11,Hong Kong,20.7
2013-12-11,Hong Kong,23.7
2013-12-11,Hong Kong,26.2
2013-12-11,Hong Kong,20.9
2013-12-11,Hong Kong,247.1
2013-12-11,USA,45.0
2013-12-11,USA,41.5
2013-12-06,Macau,23.4
2013-11-20,Macau,50
2013-11-20,Macau,47.7
2013-11-20,Macau,40.6
2013-11-20,Macau,39.5
2013-11-20,Macau,36.9
2013-11-14,Singapore,50.7
2013-11-14,Singapore,47.2
2013-11-14,Singapore,43.3
2013-11-14,Singapore,41.5
2013-11-13,Hong Kong,26.1
2013-11-13,Hong Kong,27.7
2013-11-13,Hong Kong,103.4
2013-11-13,Hong Kong,26.8
2013-11-13,Hong Kong,100.4
2013-11-13,Hong Kong,97.4
2013-11-13,Hong Kong,98.1
2013-11-13,Hong Kong,63.7
2013-11-13,Hong Kong,117
2013-11-13,Hong Kong,19.3
2013-11-13,Hong Kong,20.6
2013-11-13,Hong Kong,23.2
2013-11-13,Hong Kong,64.4
2013-11-13,Hong Kong,70.4
2013-11-13,USA,50.9
2013-11-13,USA,46.1
2013-11-13,USA,51.9
2013-11-13,Thailand,39.9
2013-11-13,Thailand,38.7
2013-10-30,Macau,43.5
2013-10-30,Macau,47.6
2013-10-30,Macau,41.9
2013-10-30,Macau,42.1
2013-10-30,Macau,53.7
2013-10-10,Singapore,49.8
2013-10-10,Singapore,48.3
2013-10-10,Singapore,47.1
2013-10-10,Thailand,45.1
2013-10-10,Thailand,47
2013-10-08,Hong Kong,117
2013-10-08,Hong Kong,145
2013-10-08,Hong Kong,64.7
2013-10-08,Hong Kong,71.1
2013-10-08,Hong Kong,111.4
2013-10-08,Hong Kong,108.2
2013-10-08,Hong Kong,96
2013-10-08,Hong Kong,24.9
2013-10-08,Hong Kong,69.1
2013-10-08,Hong Kong,55.1
2013-10-08,Hong Kong,138.8
2013-10-08,Hong Kong,23.8
2013-10-08,USA,41.7
2013-10-02,Macau,50.5
2013-10-02,Macau,49.3
2013-10-02,Macau,39.4
2013-10-02,Macau,49.8
2013-10-02,Macau,43.4
2013-09-13,Singapore,45.2
2013-09-13,Singapore,44.0
2013-09-13,Singapore,48.4
2013-09-11,Hong Kong,95.2
2013-09-11,Hong Kong,61.3
2013-09-11,Hong Kong,77.7
2013-09-11,Hong Kong,68.2
2013-09-11,Hong Kong,65.0
2013-09-11,Hong Kong,116.6
2013-09-11,Hong Kong,67.9
2013-09-11,Hong Kong,106.5
2013-09-11,Hong Kong,59.1
2013-09-11,Hong Kong,62.5
2013-09-11,Hong Kong,61.2
2013-09-11,Hong Kong,135.3
2013-08-23,Macau,47.8
2013-08-23,Macau,47.4
2013-08-23,Macau,48.1
2013-08-23,Macau,71.2
2013-08-23,Macau,53.2
2013-08-23,Macau,54.9
2013-08-23,Macau,51.4
2013-08-14,Hong Kong,39.8
2013-08-14,Hong Kong,58.9
2013-08-14,Hong Kong,136.0
2013-08-14,Hong Kong,141.1
2013-08-14,Hong Kong,154.2
2013-08-14,Hong Kong,149.6
2013-08-14,Hong Kong,142.9
2013-08-14,Hong Kong,287.1
2013-08-14,Hong Kong,238.1
2013-08-14,Hong Kong,71.0
2013-08-14,Hong Kong,57.8
2013-08-14,Hong Kong,254.9
2013-08-06,Thailand,43.7
2013-08-06,Thailand,30.3
2013-08-06,USA,12.5
2013-08-05,Singapore,55.6
2013-08-05,Singapore,49.2
2013-08-05,Singapore,52.5
2013-07-31,Hong Kong,75.9
2013-07-31,Hong Kong,119.6
2013-07-31,Hong Kong,164.5
2013-07-31,Hong Kong,154.0
2013-07-31,Hong Kong,65.8
2013-07-31,Hong Kong,74.7
2013-07-31,Hong Kong,272.3
2013-07-31,Hong Kong,87.2
2013-07-31,Hong Kong,80.9
2013-07-31,Hong Kong,269.5
2013-07-31,Hong Kong,58.0
2013-07-31,Hong Kong,110.4
2013-07-11,Singapore,50.4
2013-07-11,Singapore,58.9
2013-07-11,Singapore,53.4
2013-07-06,Hong Kong,105.2
2013-07-06,Hong Kong,167.4
2013-07-06,Hong Kong,120.1
2013-07-06,Hong Kong,99.8
2013-07-06,Hong Kong,134.7
2013-07-06,Hong Kong,63.4
2013-07-06,Hong Kong,108.5
2013-07-06,Hong Kong,132.3
2013-07-06,Hong Kong,57.1
2013-07-06,Hong Kong,118.4
2013-07-06,Hong Kong,138.1
2013-07-06,Hong Kong,52.8
2013-07-06,Hong Kong,52.4
2013-07-03,Macau,48.5
2013-07-03,Macau,40.4
2013-07-03,Macau,39.2
2013-07-03,Macau,36.3
2013-06-19,Singapore,43.7
2013-06-19,Singapore,49.7
2013-06-19,Singapore,51.9
2013-06-19,Singapore,45.2
2013-06-14,Hong Kong,50.2
2013-06-14,Hong Kong,54.2
2013-06-14,Hong Kong,47.9
2013-06-14,Hong Kong,58.8
2013-06-14,Hong Kong,60.2
2013-06-14,Hong Kong,47.3
2013-06-14,Hong Kong,142
2013-06-14,Hong Kong,125.4
2013-06-14,Hong Kong,50.2
2013-06-14,Hong Kong,114.1
2013-06-14,Hong Kong,87.7
2013-06-14,Hong Kong,49.1
2013-06-14,Hong Kong,45.1
2013-05-30,Thailand,60.9
2013-05-29,Macau,48.4
2013-05-29,Macau,50.1
2013-05-29,Macau,52.3
2013-05-29,Macau,48.6
2013-05-29,Macau,47.3
2013-05-29,Macau,48.7
2013-05-24,Hong Kong,138.1
2013-05-24,Hong Kong,130.9
2013-05-24,USA,44.3
2013-05-24,USA,43.6
2013-05-24,USA,40.1
2013-05-24,USA,46.0
2013-05-24,USA,43.8
2013-05-24,USA,52.8
2013-05-08,Macau,45.2
2013-05-08,Macau,48.8
2013-05-08,Macau,51.3
2013-05-08,Macau,46.3
2013-04-19,Hong Kong,79.5
2013-04-19,Hong Kong,116.6
2013-04-19,Hong Kong,126.1
2013-04-19,Hong Kong,88.3
2013-04-19,Hong Kong,87.3
2013-04-19,Hong Kong,134.8
2013-04-19,USA,35.8
2013-04-19,USA,41.2
2013-04-19,USA,41.2
2013-03-28,Macau,44.4
2013-03-28,Macau,41.3
2013-03-28,Macau,38.5
2013-03-28,Macau,48.4
2013-03-28,Macau,49.1
2013-03-26,Hong Kong,208.4
2013-03-26,Hong Kong,191.6
2013-03-26,Hong Kong,244
2013-03-26,Hong Kong,129.7
2013-03-26,Hong Kong,122.4
2013-03-26,Hong Kong,105.4
2013-03-26,USA,50.8
2013-03-26,USA,51.9
2013-03-26,USA,39.4
2013-03-21,Macau,44.5
2013-03-21,Macau,35.4
2013-03-21,Macau,41.5
2013-03-21,Macau,39.4
2013-03-21,Macau,38.4
2013-03-21,Macau,39.6
2013-02-22,Macau,46.1
2013-02-22,Macau,19.5
2013-02-22,Macau,45.5
2013-02-22,Macau,48.7
2013-02-22,Macau,43.3
2013-01-31,Macau,46.5
2013-01-31,Macau,42.6
2013-01-31,Macau,43
2013-01-31,Macau,48.4
2013-01-31,Macau,54.1
2013-01-30,Hong Kong,86.5
2013-01-30,Hong Kong,91.4
2013-01-30,Hong Kong,85.7
2013-01-30,Hong Kong,92.9
2013-01-30,Hong Kong,91.9
2013-01-19,Hong Kong,135
2013-01-19,Hong Kong,226.5
2013-01-19,Hong Kong,239.8
2013-01-19,Hong Kong,131.6
2013-01-19,Hong Kong,153.7
2013-01-19,Hong Kong,140.8
2014-12-27,Germany,45.6
2014-12-27,Germany,45.0
2014-12-27,Germany,39.4
2014-12-27,Germany,36.7
2014-12-27,Monaco,66.9
2014-12-27,Monaco,15.1
2014-12-27,Monaco,362.9
2014-12-27,Monaco,68.3
2014-12-27,Monaco,13.0
2014-12-27,Monaco,13.5
2014-12-27,Monaco,13.3
2014-12-27,Monaco,15.7
2014-12-27,Monaco,12.4
2014-12-27,Monaco,67.6
2014-12-27,Monaco,57.0
2014-12-27,Monaco,349.4
2014-12-27,Germany,46.6
2014-12-25,Singapore,297.7
2014-12-16,Macau,20.5
2014-12-12,Macau,49.9
2014-12-12,Macau,49.4
2014-12-12,Macau,47.3
2014-12-12,Macau,51.2
2014-12-12,Macau,48.7
2014-12-12,Macau,52.7
2014-12-11,Thailand,43.4
2014-12-11,Thailand,39.7
2014-12-09,Hong Kong,36.4
2014-12-09,Hong Kong,78.5
2014-12-09,Hong Kong,98.7
2014-12-09,Hong Kong,65.8
2014-12-09,Hong Kong,158.9
2014-12-09,Hong Kong,24.5
2014-12-09,Hong Kong,57.0
2014-12-09,Hong Kong,103.2
2014-12-09,Hong Kong,39.2
2014-12-09,Hong Kong,20.7
2014-12-09,USA,39.1
2014-12-09,Singapore,42.6
2014-12-09,Singapore,50.4
2014-12-09,USA,45.6
2014-12-09,USA,40.3
2014-12-09,USA,54.7
2014-12-09,USA,47.1
2014-12-09,USA,47.2
2014-12-09,USA,40.3
2014-12-09,Macau,7.0
2014-12-09,Macau,8.3
2014-12-09,Macau,9.5
2014-12-09,Macau,9.2
2014-12-09,Macau,7.6
2014-12-02,Thailand,34.0
2014-12-01,Thailand,41.9
2014-11-30,Germany,57.5
2014-11-30,Germany,49.0
2014-11-30,Germany,54.1
2014-11-30,Germany,97.6
2014-11-30,Germany,50.6
2014-11-30,Germany,180.6
2014-11-30,Germany,50.7
2014-11-30,Germany,42.1
2014-11-28,Netherlands,135.7
2014-11-28,Netherlands,368.6
2014-11-28,Netherlands,410.5
2014-11-27,England,52.7
2014-11-27,France,100.2
2014-11-19,Monaco,15.3
2014-11-19,Monaco,13.3
2014-11-19,Monaco,60.3
2014-11-19,Monaco,59.1
2014-11-19,Monaco,46.9
2014-11-19,Monaco,57.7
2014-11-19,Monaco,62.8
2014-11-19,Monaco,57.8
2014-11-19,Monaco,55.8
2014-11-19,Monaco,66.8
2014-11-19,Monaco,315.4
2014-11-19,England,50.2
2014-11-19,England,46.9
2014-11-19,Singapore,39.9
2014-11-19,Singapore,277.1
2014-11-14,Thailand,47.3
2014-11-14,Thailand,51.4
2014-11-12,Hong Kong,74.4
2014-11-12,Hong Kong,65.6
2014-11-12,Hong Kong,70.8
2014-11-12,Hong Kong,109.6
2014-11-12,Hong Kong,150.0
2014-11-12,Hong Kong,95.3
2014-11-12,Hong Kong,58.1
2014-11-12,Hong Kong,52.2
2014-11-12,Hong Kong,140.4
2014-11-12,Hong Kong,16.0
2014-11-12,Hong Kong,55.7
2014-11-12,Hong Kong,99.8
2014-11-12,Hong Kong,48.2
2014-11-12,Hong Kong,14.5
2014-11-12,USA,51.6
2014-11-12,USA,40.8
2014-11-12,USA,46.5
2014-11-12,USA,49.1
2014-11-12,USA,46.2
2014-11-12,USA,50.9
2014-11-12,Macau,57.1
2014-11-12,Macau,54.7
2014-11-12,Macau,55.8
2014-11-12,Macau,47.1
2014-11-12,Singapore,47.1
2014-11-12,Singapore,52.9
2014-11-12,USA,110.0
2014-11-06,France,213.5
2014-11-05,Singapore,259.8
2014-11-05,Macau,51.8
2014-11-05,Macau,48.2
2014-11-05,Macau,51.3
2014-11-05,Macau,56.0
2014-11-05,Macau,48.8
2014-11-05,Macau,53.1
2014-11-02,Germany,52.4
2014-11-02,Germany,47.1
2014-11-02,Germany,52.1
2014-11-02,Germany,46.5
2014-11-02,Germany,48.2
2014-11-02,Germany,42.1
2014-11-01,Monaco,67.9
2014-10-30,Switzerland,50.2
2014-10-29,Netherlands,329.3
2014-10-29,Netherlands,292.5
2014-10-29,Netherlands,345.1
2014-10-29,Germany,42.3
2014-10-16,Singapore,51.2
2014-10-16,Singapore,46.8
2014-10-15,Thailand,46.6
2014-10-15,Thailand,50.2
2014-10-08,Switzerland,49.2
2014-10-08,France,146.5
2014-10-08,Switzerland,46.5
2014-10-08,Switzerland,44.9
2014-10-08,Switzerland,45.2
2014-10-08,Switzerland,45.5
2014-10-08,Switzerland,43.6
2014-10-08,Hong Kong,113.4
2014-10-08,Hong Kong,22.8
2014-10-08,Hong Kong,78.6
2014-10-08,Hong Kong,113.0
2014-10-08,Hong Kong,76.3
2014-10-08,Hong Kong,74.1
2014-10-08,Hong Kong,76.7
2014-10-08,Hong Kong,106.9
2014-10-08,Hong Kong,55.7
2014-10-08,Hong Kong,123.4
2014-10-08,Hong Kong,123.4
2014-10-08,Hong Kong,67.5
2014-10-08,Hong Kong,88.8
2014-10-08,Hong Kong,59.9
2014-10-08,USA,47.5
2014-10-08,USA,54.0
2014-10-08,USA,47.7
2014-10-08,USA,42.2
2014-10-05,Germany,48.9
2014-10-05,Germany,62.7
2014-10-05,Germany,57.0
2014-10-05,Germany,51.6
2014-10-05,Germany,55.4
2014-10-05,Germany,50.3
2014-10-05,Monaco,49.6
2014-10-05,Monaco,55.0
2014-10-05,Monaco,43.2
2014-10-05,Monaco,45.8
2014-10-05,Monaco,53.6
2014-10-02,Germany,29.6
2014-10-02,Germany,81.4
2014-10-02,Germany,29.9
2014-10-02,Germany,84.7
2014-10-02,Germany,73.6
2014-10-02,Germany,219.1
2014-10-02,Germany,307.0
2014-10-02,Germany,86.5
2014-09-23,Singapore,54.8
2014-09-23,Singapore,60.0
2014-09-23,Singapore,57.2
2014-09-23,Singapore,46.9
2014-09-23,Thailand,53.6
2014-09-23,Thailand,45.3
2014-09-18,Hong Kong,74.2
2014-09-18,Hong Kong,62.2
2014-09-18,Hong Kong,18.5
2014-09-18,Hong Kong,171.7
2014-09-18,Hong Kong,161.7
2014-09-18,Hong Kong,73.1
2014-09-18,Hong Kong,66.8
2014-09-18,Hong Kong,121.5
2014-09-18,Hong Kong,67.6
2014-09-18,Hong Kong,67.6
2014-09-18,Hong Kong,50.1
2014-09-18,Hong Kong,13.6
2014-09-18,Hong Kong,52.9
2014-09-18,Hong Kong,63.6
2014-09-18,Hong Kong,56.7
2014-09-18,Hong Kong,52.5
2014-09-18,USA,105.7
2014-09-18,USA,89.5
2014-09-18,USA,87.3
2014-09-18,USA,87.6
2014-09-18,USA,91.5
2014-09-17,Macau,52.3
2014-09-17,Macau,46.2
2014-09-17,Macau,51.4
2014-09-17,Macau,49.6
2014-09-17,Macau,52.5
2014-09-17,Macau,48.8
2014-09-17,USA,48.6
2014-09-09,Singapore,307.8
2014-09-09,Singapore,43.6
2014-09-09,Singapore,51.7
2014-09-05,France,126.0
2014-09-05,Monaco,47.2
2014-09-05,Monaco,47.2
2014-09-05,Monaco,41.1
2014-09-05,Monaco,51.7
2014-09-05,Monaco,138.4
2014-09-05,Monaco,52.3
2014-09-05,Monaco,112.4
2014-09-05,Monaco,50.8
2014-09-05,Monaco,51.1
2014-09-05,Monaco,42.8
2014-09-05,Monaco,60.1
2014-09-05,Monaco,53.4
2014-09-05,Monaco,221.8
2014-09-05,Thailand,111.2
2014-09-05,Thailand,122.9
2014-09-05,Thailand,55.4
2014-09-04,Vietnam,33.5
2014-08-31,Germany,39.1
2014-08-31,Germany,51.6
2014-08-31,Germany,47.7
2014-08-31,Germany,46.2
2014-08-31,Germany,52.2
2014-08-31,Germany,44.6
2014-08-31,Germany,44.5
2014-08-31,Germany,52.9
2014-08-31,Germany,46.9
2014-08-31,Germany,43.7
2014-08-31,Switzerland,40.4
2014-08-31,Switzerland,50.5
2014-08-27,Macau,114.0
2014-08-26,Vietnam,50.8
2014-08-25,Macau,55.5
2014-08-25,Macau,51.6
2014-08-25,Macau,50.4
2014-08-25,Macau,54.8
2014-08-25,Macau,52.9
2014-08-20,Singapore,51.4
2014-08-20,Singapore,48.8
2014-08-15,Hong Kong,179.5
2014-08-15,Hong Kong,66.8
2014-08-15,Hong Kong,153.1
2014-08-15,Hong Kong,157.0
2014-08-15,Hong Kong,143.2
2014-08-15,Hong Kong,106.0
2014-08-15,Hong Kong,124.8
2014-08-15,Hong Kong,55.6
2014-08-15,Hong Kong,128.8
2014-08-15,Hong Kong,64.8
2014-08-15,Hong Kong,64.6
2014-08-15,Hong Kong,142.2
2014-08-14,USA,54.8
2014-08-14,Monaco,37.9
2014-08-14,Monaco,46.5
2014-08-14,Monaco,37.7
2014-08-14,Monaco,40.4
2014-08-14,Monaco,40.4
2014-08-14,Monaco,40.1
2014-08-14,Monaco,43.9
2014-08-14,Monaco,41.9
2014-08-14,Monaco,39.6
2014-08-14,Monaco,38.9
2014-08-14,Monaco,38.9
2014-08-14,Monaco,43.5
2014-08-14,Monaco,38.0
2014-08-14,Monaco,46.2
2014-08-07,Monaco,44.0
2014-08-07,Monaco,49.8
2014-08-07,Monaco,52.5
2014-08-07,Monaco,115.1
2014-08-07,Monaco,88.1
2014-08-07,Monaco,48.1
2014-08-07,Monaco,54.8
2014-08-07,Monaco,46.7
2014-08-07,Monaco,53.2
2014-08-07,Monaco,51.3
2014-08-07,Monaco,42.3
2014-08-07,Monaco,50.7
2014-08-06,Germany,45.5
2014-08-06,Germany,53.7
2014-08-06,Germany,49.2
2014-08-06,Germany,8.2
2014-08-06,Germany,55.0
2014-08-06,Germany,10.6
2014-08-06,Germany,8.9
2014-08-06,Germany,58.4
2014-08-06,Germany,9.2
2014-08-06,Germany,56.5
2014-08-06,Germany,41.1
2014-08-06,Germany,47.4
2014-07-30,Netherlands,303.7
2014-07-30,Netherlands,340.1
2014-07-30,Macau,45.0
2014-07-29,USA,48.3
2014-07-29,USA,45.2
2014-07-29,Singapore,42.0
2014-07-29,Singapore,50.7
2014-07-24,Hong Kong,24.4
2014-07-24,Hong Kong,60.1
2014-07-24,Hong Kong,24.7
2014-07-24,Hong Kong,24.9
2014-07-24,Hong Kong,68.3
2014-07-24,Hong Kong,24.1
2014-07-24,Hong Kong,22.1
2014-07-24,Hong Kong,30.5
2014-07-24,Hong Kong,21.0
2014-07-24,Hong Kong,20.2
2014-07-24,Hong Kong,100.1
2014-07-24,Hong Kong,54.2
2014-07-20,Germany,45.6
2014-07-20,Germany,48.2
2014-07-20,Germany,46.8
2014-07-20,Germany,50.5
2014-07-20,Germany,43.3
2014-07-20,Germany,45.6
2014-07-20,Germany,53.1
2014-07-20,Germany,42.0
2014-07-20,Germany,88.0
2014-07-20,Germany,85.8
2014-07-20,Germany,50.6
2014-07-20,Germany,57.9
2014-07-20,Germany,52.7
2014-07-11,Germany,109.8
2014-07-11,Denmark,42.9
2014-07-11,Belgium,48.0
2014-07-09,Monaco,102.4
2014-07-09,Monaco,93.3
2014-07-09,Monaco,48.3
2014-07-09,Monaco,44.4
2014-07-09,Monaco,52.7
2014-07-09,Monaco,48.5
2014-07-09,Monaco,106.7
2014-07-09,Monaco,99.1
2014-07-09,Monaco,49.1
2014-07-09,Monaco,100.3
2014-07-09,Monaco,106.6
2014-07-09,Monaco,43.6
2014-07-09,Monaco,42.3
2014-07-08,Germany,51.8
2014-07-08,Germany,50.6
2014-07-08,Germany,45.7
2014-07-08,Germany,49.6
2014-07-08,Germany,43.3
2014-07-08,Germany,44.4
2014-07-08,Germany,39.3
2014-07-08,Germany,52.9
2014-07-08,Germany,55.9
2014-07-08,Germany,87.8
2014-07-08,Germany,99.4
2014-07-08,Germany,90.4
2014-07-08,Germany,191.3
2014-07-08,Germany,185.7
2014-07-08,Germany,96.9
2014-07-08,Germany,94.1
2014-07-08,Germany,102.3
2014-07-03,USA,103.4
2014-07-03,USA,97.8
2014-06-26,Thailand,93.7
2014-06-26,Thailand,283.5
2014-06-23,Singapore,282.0
2014-06-20,Macau,38.2
2014-06-19,Thailand,37.8
2014-06-19,Thailand,46.9
2014-06-19,Singapore,51.0
2014-06-19,Singapore,48.6
2014-06-19,Singapore,49.1
2014-06-19,Singapore,50.8
2014-06-18,Hong Kong,107.7
2014-06-18,Hong Kong,103.2
2014-06-18,Hong Kong,126.2
2014-06-18,Hong Kong,106.5
2014-06-18,Hong Kong,167.7
2014-06-18,Hong Kong,115.8
2014-06-18,Hong Kong,107.7
2014-06-18,Hong Kong,25.4
2014-06-18,Hong Kong,25.4
2014-06-18,Hong Kong,26.1
2014-06-18,Hong Kong,27.1
2014-06-18,Hong Kong,151.8
2014-06-18,Hong Kong,57.2
2014-06-18,Hong Kong,106.2
2014-06-18,Hong Kong,48.4
2014-06-18,Hong Kong,89.6
2014-06-18,Hong Kong,107.3
2014-06-18,Hong Kong,148.7
2014-06-18,Hong Kong,22.4
2014-06-18,Hong Kong,24.1
2014-06-18,Hong Kong,24.4
2014-06-18,Hong Kong,205.1
2014-06-18,USA,41
2014-06-18,USA,57.1
2014-06-18,USA,51.2
2014-06-18,USA,48.1
2014-06-18,Hong Kong,107.7
2014-06-09,Singapore,43.7
2014-06-04,Macau,52.3
2014-06-04,Macau,52.6
2014-06-04,Macau,47.2
2014-06-04,Macau,49.6
2014-06-04,Macau,47.3
2014-06-04,Macau,48.0
2014-06-04,Macau,46.7
2014-05-28,Singapore,44.1
2014-05-28,Singapore,44.1
2014-05-28,Singapore,44.5
2014-05-28,Singapore,50.9
2014-05-27,Thailand,44.9
2014-05-27,Thailand,40.5
2014-05-23,Hong Kong,108.6
2014-05-23,Hong Kong,143.2
2014-05-23,Hong Kong,23.4
2014-05-23,Hong Kong,23.0
2014-05-23,Hong Kong,24.1
2014-05-23,Hong Kong,107.3
2014-05-23,Hong Kong,94.8
2014-05-23,Hong Kong,105.0
2014-05-23,Hong Kong,21.4
2014-05-23,Hong Kong,20.8
2014-05-23,Hong Kong,22.3
2014-05-23,Hong Kong,25.1
2014-05-23,Hong Kong,25.6
2014-05-23,Hong Kong,22.9
2014-05-23,Hong Kong,140.2
2014-05-23,Hong Kong,25.3
2014-05-23,Hong Kong,40.7
2014-05-23,Hong Kong,93.3
2014-05-23,Hong Kong,23.9
2014-05-23,Hong Kong,41.3
2014-05-23,Hong Kong,25.9
2014-05-23,Hong Kong,103.9
2014-05-23,Hong Kong,25.2
2014-05-23,Hong Kong,143.8
2014-05-22,USA,46.4
2014-05-21,USA,48.2
2014-05-21,USA,50.0
2014-05-21,USA,51.4
2014-05-21,USA,44.8
2014-05-12,Singapore,38.1
2014-05-12,Singapore,269.7
2014-04-30,Macau,41.2
2014-04-30,Macau,38.2
2014-04-30,Macau,44.4
2014-04-30,Macau,37.5
2014-04-30,Macau,39.1
2014-04-30,Macau,33.3
2014-04-18,Singapore,51.4
