date,exportedTo,weightKg
2023-11-10,Monaco,22.1
2023-11-10,Monaco,19.7
2023-11-10,Monaco,17.5
2023-11-10,Monaco,18.9
2023-11-10,Monaco,17.3
2023-11-10,Monaco,65.6
2023-11-10,Monaco,20.1
2023-11-10,Monaco,64.8
2023-11-10,Monaco,70.9
2023-11-10,Monaco,63.2
2023-11-10,Monaco,57.1
2023-11-10,Australia,88.6
2023-11-09,Vietnam,35.8
2023-11-09,Vietnam,44.0
2023-11-09,Vietnam,39.9
2023-11-09,USA,8.6
2023-11-09,Australia,67.8
2023-11-08,Hong Kong,38.8
2023-11-08,Hong Kong,49.5
2023-11-08,Thailand,9.3
2023-11-08,Thailand,8.4
2023-11-03,Canada,39.5
2023-11-03,Canada,33.0
2023-11-03,Canada,32.9
2023-11-03,Canada,38.7
2023-11-03,Canada,43.8
2023-11-03,USA,32.0
2023-11-03,USA,34.7
2023-11-03,USA,31.8
2023-11-03,USA,34.8
2023-11-03,USA,37.3
2023-11-03,Taiwan,254.8
2023-11-03,England,38.4
2023-11-03,England,35.7
2023-11-03,Monaco,43.7
2023-11-03,Monaco,41.6
2023-11-03,Monaco,39.4
2023-11-03,Monaco,41.4
2023-11-03,Monaco,37.9
2023-11-03,Monaco,44.8
2023-11-03,Monaco,45.9
2023-11-03,Monaco,60.2
2023-11-03,Monaco,65.4
2023-11-03,Monaco,21.2
2023-11-03,Monaco,53.2
2023-11-03,Monaco,57.9
2023-11-03,Monaco,58.5
2023-11-03,Monaco,20.4
2023-11-03,Monaco,41.2
2023-11-03,Monaco,20.9
2023-11-03,Monaco,20.0
2023-11-03,Monaco,21.0
2023-11-03,Monaco,18.7
2023-11-03,Monaco,21.5
2023-11-03,Monaco,20.4
2023-11-03,Switzerland,40.3
2023-11-03,Switzerland,17.2
2023-11-03,Switzerland,16.7
2023-11-03,Switzerland,15.6
2023-11-03,Switzerland,18.5
2023-11-03,Switzerland,18.8
2023-11-03,Australia,146.5
2023-11-03,Australia,167.9
2023-11-02,Saudi Arabia,59.7
2023-11-02,Saudi Arabia,54.4
2023-11-02,Saudi Arabia,56.0
2023-11-02,Saudi Arabia,56.2
2023-11-02,Saudi Arabia,54.0
2023-11-02,Saudi Arabia,52.2
2023-11-02,Saudi Arabia,52.7
2023-11-02,Saudi Arabia,53.8
2023-11-02,Saudi Arabia,55.7
2023-11-02,Saudi Arabia,53.9
2023-11-02,Saudi Arabia,43.5
2023-11-02,Saudi Arabia,52.1
2023-11-02,Saudi Arabia,50.7
2023-11-02,Saudi Arabia,51.8
2023-11-02,Saudi Arabia,46.5
2023-10-31,USA,34.2
2023-10-30,Canada,40.4
2023-10-30,Canada,37.8
2023-10-30,Canada,39.3
2023-10-30,Canada,38.0
2023-10-30,Canada,32.7
2023-10-30,Canada,37.9
2023-10-30,Canada,31.1
2023-10-30,England,30.2
2023-10-30,USA,8.0
2023-10-21,USA,38.0
2023-10-21,USA,48.0
2023-10-21,USA,44.1
2023-10-21,USA,44.5
2023-10-19,Monaco,20.5
2023-10-19,Monaco,19.0
2023-10-19,England,34.7
2023-10-19,England,9.9
2023-10-19,England,9.9
2023-10-19,England,10.7
2023-10-19,USA,38.3
2023-10-19,USA,40.7
2023-10-19,USA,39.4
2023-10-19,USA,27.8
2023-10-19,USA,33.2
2023-10-19,Australia,150.4
2023-10-19,Taiwan,84.3
2023-10-19,Taiwan,31.7
2023-10-16,United Arab Emirates,54.9
2023-10-16,United Arab Emirates,51.9
2023-10-16,United Arab Emirates,52.0
2023-10-16,United Arab Emirates,18.8
2023-10-16,United Arab Emirates,57.8
2023-10-16,United Arab Emirates,19.5
2023-10-13,Hong Kong,34.8
2023-10-13,Hong Kong,145.4
2023-10-13,Monaco,62.6
2023-10-13,Monaco,19.7
2023-10-13,Monaco,18.1
2023-10-13,Monaco,18.5
2023-10-13,Germany,44.0
2023-10-13,England,38.4
2023-10-13,England,35.9
2023-10-13,Monaco,39.4
2023-10-13,Monaco,40.6
2023-10-13,Monaco,40.2
2023-10-13,Monaco,35.8
2023-10-13,Monaco,35.9
2023-10-12,Monaco,53.1
2023-10-12,Monaco,38.9
2023-10-12,Monaco,41.5
2023-10-11,Philippines,52.9
2023-10-11,Philippines,36.4
2023-10-10,United Arab Emirates,50.9
2023-10-10,United Arab Emirates,52.9
2023-10-10,United Arab Emirates,47.5
2023-10-10,United Arab Emirates,45.8
2023-10-10,United Arab Emirates,51.5
2023-10-09,Singapore,44.2
2023-10-09,Singapore,32.8
2023-10-09,Vietnam,39.5
2023-10-09,Vietnam,42.5
2023-10-09,Singapore,44.2
2023-10-09,Singapore,32.8
2023-10-09,USA,31.9
2023-10-09,USA,33.4
2023-10-09,USA,27.7
2023-10-09,USA,40.7
2023-10-09,Australia,52.1
2023-10-09,Australia,134.5
2023-10-09,Australia,18.4
2023-10-09,Monaco,42.7
2023-10-09,Monaco,40.0
2023-10-09,Monaco,42.7
2023-10-09,Monaco,40.3
2023-10-09,Monaco,44.8
2023-10-09,Monaco,38.0
2023-10-06,Monaco,47.9
2023-10-06,Monaco,19.5
2023-10-06,Monaco,56.8
2023-10-06,Monaco,60.6
2023-10-06,Monaco,56.6
2023-10-06,Germany,59.4
2023-10-06,England,40.1
2023-10-06,England,37.3
2023-10-06,Monaco,41.7
2023-10-05,United Arab Emirates,56.1
2023-10-05,United Arab Emirates,45.5
2023-10-05,United Arab Emirates,45.4
2023-10-05,United Arab Emirates,52.2
2023-10-05,United Arab Emirates,43.8
2023-09-30,Vietnam,33.4
2023-09-29,Hong Kong,162.8
2023-09-29,Hong Kong,184.7
2023-09-29,Hong Kong,84.4
2023-09-29,Hong Kong,86.3
2023-09-27,Canada,47.3
2023-09-27,Canada,44.3
2023-09-27,Canada,43.1
2023-09-26,Monaco,20.1
2023-09-26,Monaco,20.5
2023-09-26,Monaco,44.2
2023-09-26,Monaco,44.4
2023-09-26,Monaco,20.4
2023-09-26,Monaco,56.9
2023-09-26,Monaco,37.4
2023-09-26,England,39.6
2023-09-26,England,41.2
2023-09-26,England,37.4
2023-09-26,Monaco,36.6
2023-09-26,Monaco,40.0
2023-09-26,Monaco,42.9
2023-09-26,Hong Kong,44.0
2023-09-26,USA,48.3
2023-09-26,Vietnam,36.8
2023-09-26,Vietnam,33.9
2023-09-25,Italy,27.7
2023-09-25,Italy,35.1
2023-09-25,Monaco,50.4
2023-09-25,USA,47.8
2023-09-25,USA,44.1
2023-09-25,USA,43.2
2023-09-25,Taiwan,52.7
2023-09-25,Canada,37.9
2023-09-25,Canada,40.0
2023-09-25,Canada,43.3
2023-09-25,Canada,40.5
2023-09-25,Canada,38.6
2023-09-25,Canada,35.6
2023-09-25,Canada,37.4
2023-09-25,Canada,37.9
2023-09-25,Canada,40.0
2023-09-22,USA,190.5
2023-09-22,USA,186.1
2023-09-22,Taiwan,86.5
2023-09-21,Taiwan,253.1
2023-09-21,Taiwan,40.7
2023-09-20,USA,28.1
2023-09-18,Monaco,46.9
2023-09-18,Monaco,43.1
2023-09-18,England,41.2
2023-09-18,England,38.6
2023-09-18,Germany,36.7
2023-09-18,Hong Kong,46.3
2023-09-18,Hong Kong,47.7
2023-09-18,Hong Kong,42.8
2023-09-18,USA,35.0
2023-09-18,USA,39.6
2023-09-15,Denmark,43.8
2023-09-15,Denmark,46.2
2023-09-15,Denmark,53.2
2023-09-12,Taiwan,241.0
2023-09-11,Monaco,108.3
2023-09-11,Monaco,67.6
2023-09-11,Monaco,42.3
2023-09-11,Monaco,37.8
2023-09-11,Monaco,17.0
2023-09-11,Monaco,16.4
2023-09-11,Monaco,43.4
2023-09-11,Monaco,36.0
2023-09-11,Monaco,36.9
2023-09-11,Monaco,32.6
2023-09-11,USA,37.2
2023-09-11,USA,189.1
2023-09-11,USA,8.5
2023-09-11,USA,55.3
2023-09-11,USA,177.4
2023-09-11,USA,38.3
2023-09-11,USA,124.6
2023-09-11,Singapore,36.1
2023-09-11,Monaco,108.3
2023-09-11,Monaco,67.6
2023-09-11,Monaco,42.3
2023-09-11,Monaco,37.8
2023-09-11,Monaco,17.0
2023-09-11,Monaco,16.4
2023-09-11,Monaco,43.4
2023-09-11,Monaco,36.0
2023-09-11,Monaco,36.9
2023-09-11,Monaco,32.6
2023-09-08,England,40.6
2023-09-08,England,44.2
2023-09-08,USA,7.9
2023-09-08,Taiwan,25.9
2023-09-08,Taiwan,34.8
2023-09-08,Taiwan,32.9
2023-09-08,Taiwan,46.7
2023-09-08,Taiwan,231.3
2023-09-08,Taiwan,206.8
2023-09-07,USA,35.9
2023-09-07,USA,35.9
2023-09-07,Australia,160.0
2023-09-07,Canada,44.0
2023-09-07,Canada,37.6
2023-09-07,Canada,39.1
2023-09-07,Canada,44.7
2023-09-07,Canada,35.5
2023-09-07,Canada,38.1
2023-09-07,Canada,43.9
2023-09-07,Canada,44.0
2023-09-07,Canada,38.3
2023-09-07,Canada,39.2
2023-09-07,Canada,37.7
2023-09-07,Canada,39.1
2023-09-07,Canada,37.6
2023-09-07,Singapore,32.5
2023-09-07,Singapore,48.0
2023-09-07,Taiwan,42.1
2023-09-07,Taiwan,48.4
2023-09-06,Saudi Arabia,331.7
2023-09-04,Canada,31.3
2023-09-04,Canada,42.0
2023-09-04,Canada,37.8
2023-09-04,Canada,40.6
2023-08-24,Monaco,39.6
2023-08-24,Monaco,41.8
2023-08-24,Monaco,37.9
2023-08-24,Monaco,39.3
2023-08-24,England,44.2
2023-08-24,England,35.7
2023-08-24,England,41.6
2023-08-24,Monaco,43.6
2023-08-24,Monaco,43.9
2023-08-24,Monaco,39.2
2023-08-24,Monaco,40.3
2023-08-24,USA,42.0
2023-08-24,Singapore,43.3
2023-08-24,Singapore,34.6
2023-08-24,Singapore,34.9
2023-08-19,USA,31.1
2023-08-19,USA,36.3
2023-08-19,Vietnam,31.9
2023-08-19,Taiwan,33.6
2023-08-18,Switzerland,59.0
2023-08-18,USA,37.6
2023-08-18,USA,42.9
2023-08-18,USA,44.9
2023-08-18,USA,24.7
2023-08-14,USA,32.9
2023-08-14,USA,35.2
2023-08-14,Thailand,41.3
2023-08-11,Monaco,48.4
2023-08-11,Monaco,40.0
2023-08-11,Monaco,47.1
2023-08-11,Monaco,42.4
2023-08-11,Monaco,39.7
2023-08-11,Monaco,38.9
2023-08-11,Monaco,89.2
2023-08-11,Monaco,35.4
2023-08-11,England,39.4
2023-08-11,England,43.1
2023-08-11,England,30.6
2023-08-11,England,31.1
2023-08-11,England,28.6
2023-08-07,Taiwan,40.2
2023-08-07,Taiwan,50.2
2023-08-07,USA,36.4
2023-08-07,USA,40.0
2023-08-07,USA,38.0
2023-08-07,USA,38.0
2023-08-07,USA,40.7
2023-08-07,Australia,121.2
2023-08-07,Australia,35.2
2023-08-07,Singapore,44.8
2023-08-07,Thailand,47.1
2023-08-07,Thailand,40.5
2023-08-03,Singapore,29.3
2023-08-03,United Arab Emirates,52.5
2023-08-03,Malaysia,82.9
2023-08-03,United Arab Emirates,46.4
2023-08-03,Malaysia,76.3
2023-08-03,United Arab Emirates,44.1
2023-08-03,Malaysia,75.9
2023-08-03,United Arab Emirates,43.9
2023-08-03,United Arab Emirates,302.6
2023-08-03,Malaysia,79.6
2023-08-03,United Arab Emirates,48.7
2023-08-03,United Arab Emirates,56.8
2023-08-03,United Arab Emirates,52.5
2023-08-03,United Arab Emirates,45.7
2023-08-03,United Arab Emirates,51.4
2023-08-03,United Arab Emirates,50.5
2023-08-01,Saudi Arabia,354.0
2023-08-01,Saudi Arabia,357.8
2023-08-01,Saudi Arabia,307.3
2023-08-01,Saudi Arabia,321.3
2023-08-01,Saudi Arabia,340.2
2023-08-01,Saudi Arabia,366.7
2023-08-01,Saudi Arabia,308.2
2023-08-01,Saudi Arabia,362.5
2023-08-01,Saudi Arabia,315.2
2023-08-01,Saudi Arabia,334.2
2023-07-29,Hong Kong,57.9
2023-07-29,Hong Kong,54.4
2023-07-28,Monaco,142.4
2023-07-28,Monaco,51.8
2023-07-28,Philippines,42.1
2023-07-28,Philippines,40.5
2023-07-28,Philippines,49.3
2023-07-28,Philippines,48.7
2023-07-28,United Arab Emirates,44.9
2023-07-25,Taiwan,307.2
2023-07-24,England,44.0
2023-07-24,USA,32.4
2023-07-24,Australia,148.9
2023-07-24,Philippines,328.4
2023-07-24,Taiwan,210.2
2023-07-13,England,41.0
2023-07-13,England,46.5
2023-07-13,England,42.2
2023-07-13,Monaco,45.0
2023-07-13,Monaco,39.8
2023-07-13,Monaco,40.8
2023-07-13,Monaco,42.5
2023-07-13,Singapore,49.8
2023-07-13,Macau,39.5
2023-07-07,Denmark,43.7
2023-07-07,Hong Kong,39.4
2023-07-06,Denmark,40.0
2023-07-06,USA,38.6
2023-07-06,USA,37.6
2023-07-06,USA,39.6
2023-07-06,USA,42.3
2023-07-06,USA,37.1
2023-07-06,USA,35.6
2023-07-06,USA,31.5
2023-07-06,Macau,39.7
2023-07-06,Malaysia,32.3
2023-07-06,Malaysia,63.1
2023-07-05,Australia,125.8
2023-07-03,Thailand,42.6
2023-07-03,Hong Kong,35.2
2023-06-30,Canada,101.2
2023-06-30,Netherlands,40.7
2023-06-30,Netherlands,39.0
2023-06-30,Netherlands,42.0
2023-06-30,Netherlands,36.8
2023-06-30,England,43.4
2023-06-30,England,37.6
2023-06-30,Netherlands,42.7
2023-06-30,Netherlands,43.8
2023-06-30,Netherlands,159.5
2023-06-30,Netherlands,41.5
2023-06-30,Netherlands,40.3
2023-06-30,Netherlands,44.0
2023-06-28,United Arab Emirates,50.5
2023-06-26,Saudi Arabia,326.6
2023-06-26,Saudi Arabia,340.4
2023-06-23,Hong Kong,49.1
2023-06-23,Hong Kong,46.4
2023-06-23,Hong Kong,76.0
2023-06-23,Thailand,35.9
2023-06-23,Thailand,37.0
2023-06-22,Canada,46.7
2023-06-22,Canada,43.4
2023-06-22,Canada,44.7
2023-06-22,Canada,41.8
2023-06-22,Canada,48.6
2023-06-22,Taiwan,283.1
2023-06-22,USA,39.1
2023-06-22,USA,35.2
2023-06-22,Australia,128.5
2023-06-21,United Arab Emirates,57.1
2023-06-19,Thailand,35.1
2023-06-19,USA,35.3
2023-06-19,Netherlands,41.8
2023-06-19,Netherlands,36.2
2023-06-19,Netherlands,19.3
2023-06-19,Netherlands,36.0
2023-06-19,Netherlands,36.9
2023-06-19,Netherlands,42.6
2023-06-19,Netherlands,38.9
2023-06-19,Netherlands,38.4
2023-06-19,Netherlands,40.0
2023-06-19,Netherlands,38.3
2023-06-19,Netherlands,37.3
2023-06-19,Taiwan,132.2
2023-06-16,Germany,41.5
2023-06-16,Germany,40.7
2023-06-16,Germany,44.4
2023-06-16,Netherlands,39.5
2023-06-16,England,37.4
2023-06-16,England,44.2
2023-06-09,Australia,124.3
2023-06-09,Vietnam,7.2
2023-06-09,USA,38.5
2023-06-09,USA,40.2
2023-06-09,USA,32.7
2023-06-09,USA,34.2
2023-06-09,USA,28.4
2023-06-09,USA,32.7
2023-06-09,USA,46.8
2023-06-09,USA,46.0
2023-06-09,USA,43.4
2023-06-09,USA,39.2
2023-06-09,USA,42.3
2023-06-09,USA,39.4
2023-06-09,USA,43.2
2023-06-09,USA,73.9
2023-06-09,USA,47.6
2023-06-09,USA,46.1
2023-06-09,USA,41.3
2023-06-09,USA,37.9
2023-06-09,USA,40.7
2023-06-09,USA,38.7
2023-06-09,Australia,124.3
2023-06-09,Singapore,49.2
2023-06-09,Taiwan,42.9
2023-06-06,USA,42.1
2023-06-06,USA,47.6
2023-06-06,USA,43.2
2023-06-06,Thailand,7.9
2023-06-06,Thailand,11.4
2023-06-02,England,37.2
2023-06-02,England,34.7
2023-06-02,Netherlands,43.4
2023-06-02,Netherlands,43.9
2023-06-02,Netherlands,43.7
2023-06-02,Netherlands,38.9
2023-06-02,Netherlands,38.5
2023-06-02,Netherlands,87.7
2023-06-02,Netherlands,45.0
2023-06-02,Netherlands,40.0
2023-06-02,Netherlands,39.6
2023-05-30,Saudi Arabia,358.5
2023-05-30,Saudi Arabia,371.7
2023-05-30,Saudi Arabia,336.9
2023-05-30,Saudi Arabia,361.2
2023-05-30,Saudi Arabia,369.5
2023-05-25,Netherlands,45.7
2023-05-25,Netherlands,155.1
2023-05-25,Taiwan,50.1
2023-05-25,Taiwan,293.5
2023-05-25,Netherlands,45.7
2023-05-25,Netherlands,155.1
2023-05-12,Netherlands,43.7
2023-05-12,Netherlands,44.8
2023-05-12,Netherlands,39.4
2023-05-12,Netherlands,41.8
2023-05-12,Netherlands,39.7
2023-05-12,England,29.7
2023-05-12,England,26.8
2023-05-12,England,29.7
2023-05-12,Philippines,109.4
2023-05-12,Philippines,86.0
2023-05-12,Philippines,43.3
2023-05-12,Philippines,101.6
2023-05-12,Vietnam,37.9
2023-05-12,Vietnam,49.0
2023-05-12,Vietnam,50.4
2023-05-11,Netherlands,80.8
2023-05-11,Netherlands,39.8
2023-05-11,Netherlands,40.3
2023-05-11,Netherlands,40.7
2023-05-11,United Arab Emirates,44.8
2023-05-11,United Arab Emirates,52.0
2023-05-11,United Arab Emirates,53.6
2023-05-11,United Arab Emirates,51.8
2023-05-10,Spain,40.4
2023-05-10,Netherlands,42.9
2023-05-10,Netherlands,35.2
2023-05-10,Netherlands,39.2
2023-05-10,Netherlands,38.6
2023-05-10,Netherlands,36.6
2023-05-10,Netherlands,38.5
2023-05-10,Netherlands,35.8
2023-05-10,Netherlands,38.0
2023-05-10,Netherlands,41.9
2023-05-10,Netherlands,42.6
2023-05-08,Netherlands,47.4
2023-05-08,Denmark,49.5
2023-05-08,Denmark,43.9
2023-05-08,USA,47.5
2023-05-08,USA,45.3
2023-05-08,USA,40.1
2023-05-08,USA,34.6
2023-05-08,USA,39.5
2023-05-08,USA,41.9
2023-05-08,USA,46.3
2023-05-08,USA,35.9
2023-05-08,USA,70.1
2023-05-08,USA,39.1
2023-05-08,USA,40.0
2023-05-08,USA,39.4
2023-05-08,USA,38.2
2023-05-08,USA,79.3
2023-05-08,USA,36.8
2023-05-08,USA,34.2
2023-05-08,USA,35.1
2023-05-08,USA,31.6
2023-05-08,Australia,137.9
2023-05-08,Singapore,52.3
2023-05-08,Switzerland,41.2
2023-05-05,Hong Kong,99.4
2023-05-05,USA,39.5
2023-05-05,USA,43.4
2023-05-05,USA,40.6
2023-05-05,USA,38.2
2023-05-05,USA,45.0
2023-05-05,USA,45.0
2023-05-05,USA,42.4
2023-05-05,USA,37.9
2023-05-05,Singapore,30.2
2023-05-05,Spain,55.1
2023-05-05,Switzerland,7.9
2023-05-04,England,27.8
2023-05-04,England,31.0
2023-05-04,England,43.2
2023-05-02,England,52.1
2023-05-02,England,37.5
2023-05-02,England,37.1
2023-05-02,Australia,29.0
2023-04-28,Macau,37.6
2023-04-28,Singapore,30.8
2023-04-28,Australia,114.4
2023-04-28,Australia,61.1
2023-04-27,USA,43.9
2023-04-27,USA,36.9
2023-04-27,USA,40.4
2023-04-24,Macau,40.1
2023-04-20,Singapore,38.4
2023-04-20,Singapore,28.8
2023-04-20,Hong Kong,48.3
2023-04-20,Hong Kong,35.0
2023-04-20,Hong Kong,44.2
2023-04-20,Netherlands,41.9
2023-04-20,Netherlands,37.4
2023-04-20,Netherlands,51.0
2023-04-20,Netherlands,39.6
2023-04-20,Netherlands,41.2
2023-04-20,Netherlands,151.8
2023-04-20,Netherlands,43.6
2023-04-20,Netherlands,43.0
2023-04-20,Netherlands,50.2
2023-04-20,Netherlands,42.4
2023-04-20,England,41.8
2023-04-20,England,34.2
2023-04-20,Australia,6.9
2023-04-20,Australia,8.4
2023-04-20,Australia,8.2
2023-04-20,Australia,128.4
2023-04-20,Australia,175.1
2023-04-20,Australia,7.9
2023-04-20,Australia,7.0
2023-04-20,Australia,36.6
2023-04-20,Canada,31.8
2023-04-20,Canada,30.0
2023-04-20,Canada,38.8
2023-04-20,Canada,32.6
2023-04-20,Canada,32.4
2023-04-20,Canada,28.2
2023-04-20,Canada,29.9
2023-04-20,Canada,32.8
2023-04-20,Canada,32.9
2023-04-20,Canada,33.7
2023-04-19,Malaysia,94.3
2023-04-19,Saudi Arabia,326.5
2023-04-19,Saudi Arabia,350.0
2023-04-19,Saudi Arabia,341.4
2023-04-19,Saudi Arabia,316.4
2023-04-19,Saudi Arabia,351.0
2023-04-14,USA,31.2
2023-04-14,USA,32.3
2023-04-14,USA,33.5
2023-04-14,USA,35.6
2023-04-14,USA,30.4
2023-04-14,USA,35.8
2023-04-14,USA,36.2
2023-04-14,USA,34.6
2023-04-14,England,30.1
2023-04-14,England,43.0
2023-04-14,England,41.5
2023-04-14,Switzerland,36.6
2023-04-13,USA,32.0
2023-04-13,USA,29.7
2023-04-13,USA,29.7
2023-04-13,England,29.9
2023-04-12,USA,34.8
2023-04-12,USA,37.9
2023-04-12,USA,37.9
2023-04-12,USA,40.9
2023-04-12,USA,33.6
2023-04-12,USA,41.8
2023-04-12,USA,34.8
2023-04-12,USA,36.7
2023-04-12,USA,40.0
2023-04-12,USA,38.6
2023-04-12,USA,42.1
2023-04-12,USA,38.6
2023-04-12,USA,37.0
2023-04-12,USA,37.1
2023-04-12,USA,35.7
2023-04-12,USA,29.2
2023-04-12,USA,36.0
2023-04-12,USA,33.0
2023-04-12,USA,50.9
2023-04-12,USA,38.5
2023-04-12,Australia,8.4
2023-04-12,Canada,6.8
2023-04-12,Canada,10.0
2023-04-12,Canada,7.5
2023-04-12,Canada,8.9
2023-04-12,Canada,8.6
2023-04-12,Canada,9.1
2023-04-12,Canada,9.8
2023-04-12,Canada,8.5
2023-04-12,Canada,8.2
2023-04-12,Canada,8.1
2023-04-12,Canada,43.7
2023-04-12,Canada,37.7
2023-04-12,Philippines,130.6
2023-04-12,Philippines,46.5
2023-04-12,Philippines,98.2
2023-04-12,Philippines,47.2
2023-04-12,Philippines,46.0
2023-04-12,Netherlands,36.4
2023-04-12,Switzerland,9.1
2023-04-11,Netherlands,50.5
2023-04-11,Netherlands,51.2
2023-04-11,Netherlands,44.8
2023-04-11,Netherlands,44.3
2023-04-11,Netherlands,45.4
2023-04-11,Netherlands,42.0
2023-04-11,Netherlands,49.5
2023-04-11,Netherlands,45.4
2023-04-11,Netherlands,44.6
2023-04-11,Netherlands,41.2
2023-04-11,Netherlands,50.6
2023-04-11,Taiwan,253.0
2023-04-11,Vietnam,98.2
2023-04-11,Vietnam,90.9
2023-04-11,Vietnam,92.8
2023-04-10,Hong Kong,40.4
2023-04-10,Hong Kong,37.7
2023-04-10,Hong Kong,7.9
2023-04-10,Hong Kong,39.4
2023-04-10,Hong Kong,41.1
2023-04-07,Hong Kong,34.3
2023-04-07,USA,33.6
2023-04-07,Australia,7.4
2023-04-07,Australia,104.5
2023-04-07,Australia,7.5
2023-04-07,Australia,7.4
2023-04-07,Singapore,45.5
2023-04-07,Hong Kong,32.8
2023-04-07,Hong Kong,37.1
2023-04-07,Hong Kong,39.4
2023-04-06,Taiwan,43.1
2023-04-06,Taiwan,39.9
2023-04-06,USA,39.8
2023-04-06,USA,46.7
2023-04-06,USA,41.0
2023-04-06,Hong Kong,8.1
2023-04-06,Hong Kong,9.2
2023-04-06,Hong Kong,8.9
2023-03-31,USA,52.1
2023-03-31,USA,46.9
2023-03-31,Australia,175.6
2023-03-31,Taiwan,213.4
2023-03-31,Taiwan,250.2
2023-03-30,USA,33.8
2023-03-30,USA,42.4
2023-03-30,USA,38.8
2023-03-30,USA,36.8
2023-03-30,USA,48.6
2023-03-30,USA,37.4
2023-03-30,USA,40.2
2023-03-30,USA,37.3
2023-03-30,USA,41.7
2023-03-30,USA,50.4
2023-03-30,USA,40.6
2023-03-30,USA,49.1
2023-03-30,USA,46.6
2023-03-30,USA,35.7
2023-03-30,USA,36.9
2023-03-27,USA,44.7
2023-03-27,USA,41.1
2023-03-23,Netherlands,40.6
2023-03-23,Netherlands,63.1
2023-03-23,Netherlands,45.4
2023-03-23,Netherlands,38.6
2023-03-23,Netherlands,40.8
2023-03-23,Netherlands,48.5
2023-03-23,Netherlands,48.2
2023-03-23,Netherlands,40.8
2023-03-23,Netherlands,39.0
2023-03-23,England,30.4
2023-03-23,England,30.2
2023-03-23,Australia,7.8
2023-03-23,Australia,6.6
2023-03-23,Philippines,100.1
2023-03-23,Philippines,87.5
2023-03-23,Philippines,49.7
2023-03-17,Macau,41.6
2023-03-17,Australia,161.6
2023-03-17,Philippines,328.2
2023-03-17,USA,44.6
2023-03-17,USA,41.7
2023-03-17,USA,39.5
2023-03-17,USA,31.7
2023-03-17,Taiwan,51.1
2023-03-14,England,43.1
2023-03-14,Netherlands,38.4
2023-03-14,Netherlands,44.5
2023-03-14,Netherlands,44.7
2023-03-14,Netherlands,37.4
2023-03-13,Netherlands,47.2
2023-03-13,Netherlands,43.5
2023-03-13,Hong Kong,48.6
2023-03-10,Netherlands,89.9
2023-03-10,Netherlands,47.9
2023-03-10,Netherlands,47.9
2023-03-10,Netherlands,46.4
2023-03-10,Netherlands,35.9
2023-03-10,Netherlands,46.2
2023-03-08,Hong Kong,40.9
2023-03-08,Hong Kong,46.3
2023-03-08,Hong Kong,47.8
2023-03-06,Germany,48.4
2023-03-06,England,39.9
2023-03-06,USA,43.0
2023-03-06,USA,33.1
2023-03-06,USA,37.5
2023-03-06,USA,33.3
2023-03-06,USA,42.2
2023-03-06,USA,39.6
2023-03-06,USA,39.1
2023-03-06,USA,43.3
2023-03-06,USA,41.7
2023-03-06,USA,46.1
2023-03-06,USA,32.5
2023-03-06,USA,45.6
2023-03-06,USA,31.6
2023-03-06,Australia,194.6
2023-03-06,Australia,169.9
2023-03-06,Australia,6.9
2023-03-06,Canada,45.8
2023-03-06,Canada,42.3
2023-03-06,Canada,46.7
2023-03-06,Canada,41.5
2023-03-06,Canada,41.1
2023-03-06,Singapore,58.3
2023-03-06,Hong Kong,51.0
2023-03-06,Hong Kong,48.2
2023-03-06,Taiwan,298.6
2023-03-03,USA,35.2
2023-03-03,USA,37.4
2023-03-01,Saudi Arabia,361.7
2023-03-01,Saudi Arabia,361.3
2023-02-27,Netherlands,38.6
2023-02-27,Netherlands,44.5
2023-02-27,Netherlands,40.6
2023-02-27,Netherlands,120.1
2023-02-27,Netherlands,43.0
2023-02-27,Germany,40.7
2023-02-27,Hong Kong,31.8
2023-02-27,USA,49.8
2023-02-27,USA,43.6
2023-02-27,USA,43.6
2023-02-27,USA,51.9
2023-02-27,USA,48.9
2023-02-27,USA,45.3
2023-02-27,USA,39.2
2023-02-27,USA,34.3
2023-02-27,USA,42.7
2023-02-20,USA,39.7
2023-02-20,USA,43.9
2023-02-20,USA,51.7
2023-02-20,USA,74.8
2023-02-20,USA,51.2
2023-02-20,USA,38.0
2023-02-20,USA,46.3
2023-02-20,USA,85.0
2023-02-17,Singapore,53.7
2023-02-17,Taiwan,48.6
2023-02-15,USA,33.7
2023-02-15,USA,38.1
2023-02-15,USA,40.6
2023-02-15,USA,33.9
2023-02-15,Philippines,63.5
2023-02-15,Switzerland,43.1
2023-02-15,Switzerland,7.9
2023-02-15,Italy,20.7
2023-02-15,Italy,8.7
2023-02-15,Italy,45.7
2023-02-15,England,47.1
2023-02-15,England,30.6
2023-02-15,Australia,8.1
2023-02-14,USA,47.1
2023-02-14,USA,44.9
2023-02-14,USA,48.6
2023-02-14,USA,46.1
2023-02-14,USA,44.4
2023-02-14,USA,44.0
2023-02-14,USA,41.8
2023-02-14,USA,46.6
2023-02-14,USA,48.3
2023-02-14,USA,38.0
2023-02-14,USA,41.0
2023-02-14,USA,49.8
2023-02-14,USA,46.4
2023-02-14,USA,45.3
2023-02-14,Netherlands,47.1
2023-02-14,Netherlands,49.2
2023-02-14,Netherlands,37.2
2023-02-14,Netherlands,45.7
2023-02-14,Netherlands,22.4
2023-02-14,Netherlands,43.4
