year,country,_,_,_,_,_,_,amount,value
2018,ロシア,,KG,,,,,218,2229
2018,カナダ,,KG,,,,,1764,17061
2018,アメリカ合衆国,,KG,,,,,60318,518460
2018,メキシコ,,KG,,,,,55,604
2018,ブラジル,,KG,,,,,271,2764
2018,オーストラリア,,KG,,,,,22,233
2018,ニュージーランド,,KG,,,,,156,1542
2018,グアム（米）,,KG,,,,,454,4435
2018,北マリアナ諸島（米）,,KG,,,,,275,2383
2018,台湾,,KG,,,,,19228,97282
2018,香港,,KG,,,,,116636,542486
2018,ベトナム,,KG,,,,,18766,110159
2018,タイ,,KG,,,,,50813,245710
2018,シンガポール,,KG,,,,,10620,42473
2018,マレーシア,,KG,,,,,1955,11987
2018,フィリピン,,KG,,,,,1093,6196
2018,インドネシア,,KG,,,,,2116,8237
2018,カンボジア,,KG,,,,,157207,871305
2018,ラオス,,KG,,,,,1933,8647
2018,ミャンマー,,KG,,,,,152,688
2018,マカオ,,KG,,,,,2447,11533
2018,カタール,,KG,,,,,169,1323
2018,アラブ首長国連邦,,KG,,,,,2257,17388
2018,タジキスタン,,KG,,,,,4868,33421
2018,フランス,,KG,,,,,35,222
2018,ドイツ,,KG,,,,,114,688
2018,ロシア,,KG,,,,,265,1926
2018,アメリカ合衆国,,KG,,,,,53241,118619
2018,オーストラリア,,KG,,,,,45,287
2018,ニュージーランド,,KG,,,,,80,508
2018,台湾,,KG,,,,,5452,28931
2018,香港,,KG,,,,,36252,166875
2018,ベトナム,,KG,,,,,9098,45701
2018,タイ,,KG,,,,,58570,249800
2018,シンガポール,,KG,,,,,4946,16909
2018,マレーシア,,KG,,,,,630,3452
2018,フィリピン,,KG,,,,,167,797
2018,インドネシア,,KG,,,,,817,3796
2018,カンボジア,,KG,,,,,46471,292912
2018,ラオス,,KG,,,,,121,524
2018,ミャンマー,,KG,,,,,105,475
2018,マカオ,,KG,,,,,7936,41526
2018,アラブ首長国連邦,,KG,,,,,1494,8744
2018,タジキスタン,,KG,,,,,3103,19139
2018,ドイツ,,KG,,,,,74,441
2018,ロシア,,KG,,,,,203,1483
2018,アメリカ合衆国,,KG,,,,,1219,5982
2018,オーストラリア,,KG,,,,,156,557
2018,北マリアナ諸島（米）,,KG,,,,,156,1361
2018,台湾,,KG,,,,,2896,19122
2018,香港,,KG,,,,,18062,51906
2018,ベトナム,,KG,,,,,1993,12013
2018,タイ,,KG,,,,,7319,32913
2018,シンガポール,,KG,,,,,4217,11669
2018,マレーシア,,KG,,,,,398,2270
2018,インドネシア,,KG,,,,,124,627
2018,カンボジア,,KG,,,,,1534,9730
2018,ラオス,,KG,,,,,42273,299209
2018,ミャンマー,,KG,,,,,425,1683
2018,マカオ,,KG,,,,,992,8833
2018,アラブ首長国連邦,,KG,,,,,559,6307
2018,タジキスタン,,KG,,,,,172,1297
2018,アメリカ合衆国,,KG,,,,,1607,6657
2018,オーストラリア,,KG,,,,,90,449
2018,グアム（米）,,KG,,,,,237,2337
