year,country,_,_,_,_,_,_,amount,value
2022,マルタ,,KG,,,,,83,584
2022,ギリシャ,,KG,,,,,596,3523
2022,ルーマニア,,KG,,,,,94,697
2022,カナダ,,KG,,,,,7766,46540
2022,アメリカ合衆国,,KG,,,,,43146,232660
2022,メキシコ,,KG,,,,,4198,25450
2022,オーストラリア,,KG,,,,,38659,262522
2022,ニュージーランド,,KG,,,,,136,731
2022,台湾,,KG,,,,,276929,1342635
2022,香港,,KG,,,,,83180,398431
2022,ベトナム,,KG,,,,,536,2503
2022,タイ,,KG,,,,,10441,37222
2022,シンガポール,,KG,,,,,52950,206514
2022,マレーシア,,KG,,,,,39069,194605
2022,フィリピン,,KG,,,,,2414,11480
2022,インドネシア,,KG,,,,,1302,8063
2022,マカオ,,KG,,,,,4307,18146
2022,英国,,KG,,,,,3073,19629
2022,オランダ,,KG,,,,,5364,31083
2022,ベルギー,,KG,,,,,3642,31102
2022,フランス,,KG,,,,,32,248
2022,ドイツ,,KG,,,,,570,3608
2022,スイス,,KG,,,,,54,276
2022,スペイン,,KG,,,,,259,1498
2022,イタリア,,KG,,,,,1567,6938
2022,マルタ,,KG,,,,,70,394
2022,ギリシャ,,KG,,,,,44,254
2022,ルーマニア,,KG,,,,,178,482
2022,カナダ,,KG,,,,,1977,10729
2022,アメリカ合衆国,,KG,,,,,28992,157890
2022,メキシコ,,KG,,,,,1065,5738
2022,オーストラリア,,KG,,,,,12809,83489
2022,ニュージーランド,,KG,,,,,65,267
2022,台湾,,KG,,,,,26720,120172
2022,香港,,KG,,,,,7916,34300
2022,ベトナム,,KG,,,,,55,466
2022,タイ,,KG,,,,,484,2968
2022,シンガポール,,KG,,,,,13938,37780
2022,マレーシア,,KG,,,,,8332,39953
2022,フィリピン,,KG,,,,,15,568
2022,マカオ,,KG,,,,,399,2760
2022,イタリア,,KG,,,,,154,716
2022,カナダ,,KG,,,,,247,2937
2022,アメリカ合衆国,,KG,,,,,14041,50266
2022,オーストラリア,,KG,,,,,470,2688
2022,ベトナム,,KG,,,,,232,481
2022,マレーシア,,KG,,,,,40,279
2022,マカオ,,KG,,,,,290,1657
2022,アラブ首長国連邦,,KG,,,,,2631,15443
2022,台湾,,KG,,,,,35904,301383
2022,モンゴル,,KG,,,,,556,2855
2022,香港,,KG,,,,,238242,1770597
2022,ベトナム,,KG,,,,,83867,755484
2022,タイ,,KG,,,,,240197,1728684
2022,シンガポール,,KG,,,,,53926,391598
2022,マレーシア,,KG,,,,,7705,45812
2022,フィリピン,,KG,,,,,21264,202552
2022,インドネシア,,KG,,,,,8021,68972
2022,カンボジア,,KG,,,,,797920,6649497
2022,ラオス,,KG,,,,,6693,50231
2022,ミャンマー,,KG,,,,,3028,16221
2022,マカオ,,KG,,,,,67180,557985
2022,サウジアラビア,,KG,,,,,947,17380
2022,カタール,,KG,,,,,3718,68083
2022,アラブ首長国連邦,,KG,,,,,44470,592896
2022,アルメニア,,KG,,,,,199,2938
2022,タジキスタン,,KG,,,,,281468,2077770
2022,英国,,KG,,,,,2974,34745
2022,オランダ,,KG,,,,,10868,118877
2022,ドイツ,,KG,,,,,641,8059
2022,ロシア,,KG,,,,,1380,15315
2022,チェコ,,KG,,,,,442,5175
2022,カナダ,,KG,,,,,3325,31279
2022,アメリカ合衆国,,KG,,,,,255514,2316078
2022,メキシコ,,KG,,,,,1797,20349
2022,ブラジル,,KG,,,,,4444,45947
2022,ウルグアイ,,KG,,,,,43,723
2022,オーストラリア,,KG,,,,,4399,61532
2022,ニュージーランド,,KG,,,,,9369,71013
2022,グアム（米）,,KG,,,,,1253,15273
2022,マーシャル,,KG,,,,,151,1548
2022,台湾,,KG,,,,,49497,253974
2022,モンゴル,,KG,,,,,371,1389
2022,香港,,KG,,,,,394938,1914007
2022,ベトナム,,KG,,,,,19061,80169
2022,タイ,,KG,,,,,180993,848578
2022,シンガポール,,KG,,,,,115597,523752
2022,マレーシア,,KG,,,,,38164,171302
2022,フィリピン,,KG,,,,,6507,31434
2022,インドネシア,,KG,,,,,18632,115568
2022,カンボジア,,KG,,,,,67529,339609
2022,ミャンマー,,KG,,,,,632,1996
2022,マカオ,,KG,,,,,12236,66129
2022,サウジアラビア,,KG,,,,,1705,15784
2022,カタール,,KG,,,,,554,6952
2022,アラブ首長国連邦,,KG,,,,,35379,158696
2022,アルメニア,,KG,,,,,48,571
2022,タジキスタン,,KG,,,,,34109,123106
2022,英国,,KG,,,,,775,6954
2022,オランダ,,KG,,,,,3297,22003
2022,ドイツ,,KG,,,,,88,505
2022,ロシア,,KG,,,,,1001,11814
2022,カナダ,,KG,,,,,107,883
2022,アメリカ合衆国,,KG,,,,,77108,416627
2022,メキシコ,,KG,,,,,116,1455
2022,オーストラリア,,KG,,,,,1049,6668
2022,ニュージーランド,,KG,,,,,883,4781
2022,台湾,,KG,,,,,45814,182252
2022,モンゴル,,KG,,,,,64,226
2022,香港,,KG,,,,,176449,683554
2022,ベトナム,,KG,,,,,20841,100769
2022,タイ,,KG,,,,,107383,446909
2022,シンガポール,,KG,,,,,36913,145016
2022,マレーシア,,KG,,,,,27137,106154
2022,フィリピン,,KG,,,,,3354,15583
2022,インドネシア,,KG,,,,,4252,23602
2022,カンボジア,,KG,,,,,68458,312374
2022,マカオ,,KG,,,,,21279,104970
2022,サウジアラビア,,KG,,,,,673,6181
2022,カタール,,KG,,,,,122,1567
2022,アラブ首長国連邦,,KG,,,,,20231,78574
2022,タジキスタン,,KG,,,,,11753,44498
2022,オランダ,,KG,,,,,1205,7314
2022,ドイツ,,KG,,,,,360,2356
2022,ロシア,,KG,,,,,561,6830
2022,カナダ,,KG,,,,,66,662
2022,アメリカ合衆国,,KG,,,,,21516,113766
2022,オーストラリア,,KG,,,,,402,2277
2022,台湾,,KG,,,,,4483,16769
2022,モンゴル,,KG,,,,,193,567
2022,香港,,KG,,,,,29386,99650
2022,ベトナム,,KG,,,,,4058,21667
2022,タイ,,KG,,,,,7613,28634
2022,シンガポール,,KG,,,,,16400,35365
2022,マレーシア,,KG,,,,,9754,34955
2022,フィリピン,,KG,,,,,24907,49131
2022,インドネシア,,KG,,,,,1152,5925
2022,カンボジア,,KG,,,,,60,454
2022,マカオ,,KG,,,,,358,1111
2022,サウジアラビア,,KG,,,,,161,1463
2022,アラブ首長国連邦,,KG,,,,,6941,31900
2022,英国,,KG,,,,,176,1703
2022,オランダ,,KG,,,,,585,4350
2022,ロシア,,KG,,,,,70,768
2022,アメリカ合衆国,,KG,,,,,3346,16836
2022,ブラジル,,KG,,,,,105,1344
