year,country,_,_,_,_,_,_,amount,value
2024,ベトナム,,KG,,,,,114445,903461
2024,タイ,,KG,,,,,168081,1234902
2024,シンガポール,,KG,,,,,38221,296006
2024,マレーシア,,KG,,,,,9498,62930
2024,フィリピン,,KG,,,,,21761,190927
2024,インドネシア,,KG,,,,,8019,58870
2024,カンボジア,,KG,,,,,437293,3434036
2024,ラオス,,KG,,,,,3061,17710
2024,ミャンマー,,KG,,,,,585,5311
2024,モルディブ,,KG,,,,,838,7471
2024,マカオ,,KG,,,,,81108,676032
2024,バーレーン,,KG,,,,,132,3951
2024,サウジアラビア,,KG,,,,,3735,43487
2024,カタール,,KG,,,,,966,17271
2024,アラブ首長国連邦,,KG,,,,,42427,337954
2024,タジキスタン,,KG,,,,,4410,34337
2024,英国,,KG,,,,,2544,28245
2024,オランダ,,KG,,,,,17952,184674
2024,フランス,,KG,,,,,401,5041
2024,ドイツ,,KG,,,,,5368,54075
2024,イタリア,,KG,,,,,1140,12617
2024,ポーランド,,KG,,,,,870,7199
2024,ロシア,,KG,,,,,1700,20697
2024,チェコ,,KG,,,,,122,1488
2024,カナダ,,KG,,,,,369,3500
2024,アメリカ合衆国,,KG,,,,,66775,539194
2024,メキシコ,,KG,,,,,6886,71278
2024,ブラジル,,KG,,,,,3846,37677
2024,エチオピア,,KG,,,,,32,273
2024,オーストラリア,,KG,,,,,1839,19037
2024,パプアニューギニア,,KG,,,,,159,1046
2024,ニュージーランド,,KG,,,,,4586,36660
2024,グアム（米）,,KG,,,,,6088,50225
2024,マーシャル,,KG,,,,,50,526
2024,台湾,,KG,,,,,124389,564426
2024,香港,,KG,,,,,335870,1496213
2024,ベトナム,,KG,,,,,23611,110314
2024,タイ,,KG,,,,,231103,1077101
2024,シンガポール,,KG,,,,,38996,188608
2024,マレーシア,,KG,,,,,53584,239360
2024,フィリピン,,KG,,,,,9391,45590
2024,インドネシア,,KG,,,,,22999,120167
2024,カンボジア,,KG,,,,,26804,152761
2024,モルディブ,,KG,,,,,36,223
2024,マカオ,,KG,,,,,25471,121933
2024,サウジアラビア,,KG,,,,,486,2909
2024,アラブ首長国連邦,,KG,,,,,34251,128350
2024,英国,,KG,,,,,786,7758
2024,オランダ,,KG,,,,,4922,36793
2024,フランス,,KG,,,,,1291,16115
2024,ドイツ,,KG,,,,,112,737
2024,イタリア,,KG,,,,,1771,13818
2024,ポーランド,,KG,,,,,322,1627
2024,ロシア,,KG,,,,,74,1204
2024,カナダ,,KG,,,,,297,1753
2024,アメリカ合衆国,,KG,,,,,151188,641245
2024,メキシコ,,KG,,,,,1481,10727
2024,ブラジル,,KG,,,,,64,693
2024,オーストラリア,,KG,,,,,553,3400
2024,ニュージーランド,,KG,,,,,666,3617
2024,グアム（米）,,KG,,,,,4758,21667
2024,台湾,,KG,,,,,112542,466122
2024,モンゴル,,KG,,,,,3900,4139
2024,香港,,KG,,,,,174073,690005
2024,ベトナム,,KG,,,,,24781,114299
2024,タイ,,KG,,,,,87936,385765
2024,シンガポール,,KG,,,,,12441,46721
2024,マレーシア,,KG,,,,,32355,135945
2024,フィリピン,,KG,,,,,4925,20729
2024,インドネシア,,KG,,,,,8362,41207
2024,カンボジア,,KG,,,,,37270,172510
2024,マカオ,,KG,,,,,26971,127049
2024,サウジアラビア,,KG,,,,,197,1043
2024,アラブ首長国連邦,,KG,,,,,22382,80285
2024,オランダ,,KG,,,,,2927,23094
2024,フランス,,KG,,,,,778,9739
2024,ドイツ,,KG,,,,,256,1656
2024,イタリア,,KG,,,,,480,3122
2024,ポーランド,,KG,,,,,85,377
2024,アメリカ合衆国,,KG,,,,,102258,317667
2024,メキシコ,,KG,,,,,86,400
2024,オーストラリア,,KG,,,,,422,2359
2024,ニュージーランド,,KG,,,,,562,1851
2024,グアム（米）,,KG,,,,,4063,22192
2024,台湾,,KG,,,,,21181,83246
2024,香港,,KG,,,,,51680,123504
2024,ベトナム,,KG,,,,,296,1580
2024,タイ,,KG,,,,,14740,39037
2024,シンガポール,,KG,,,,,2207,11234
2024,マレーシア,,KG,,,,,21142,45977
2024,フィリピン,,KG,,,,,827,4742
2024,インドネシア,,KG,,,,,2483,12625
2024,マカオ,,KG,,,,,2437,11853
2024,アラブ首長国連邦,,KG,,,,,4863,17615
2024,オランダ,,KG,,,,,2359,14639
2024,フランス,,KG,,,,,183,2312
2024,ロシア,,KG,,,,,81,1330
2024,チェコ,,KG,,,,,119,1242
2024,カナダ,,KG,,,,,54,533
2024,アメリカ合衆国,,KG,,,,,741,3327
2024,メキシコ,,KG,,,,,285,992
2024,ブラジル,,KG,,,,,30,339
2024,グアム（米）,,KG,,,,,384,1451
