year,country,amount,value
2020,カナダ,496,1944
2020,アメリカ合衆国,5635,27795
2020,ブラジル,36,266
2020,オーストラリア,105,783
2020,ニュージーランド,403,2345
2020,台湾,22794,91818
2020,香港,98645,385382
2020,ベトナム,7268,31774
2020,タイ,37026,133788
2020,シンガポール,29306,107624
2020,マレーシア,8580,37321
2020,フィリピン,3327,5589
2020,インドネシア,1122,7805
2020,カンボジア,146905,627761
2020,ミャンマー,663,2543
2020,マカオ,3702,15824
2020,カタール,25,316
2020,アラブ首長国連邦,3836,20241
2020,タジキスタン,3190,6839
2020,ドイツ,204,1004
2020,ロシア,186,1388
2020,カナダ,204,700
2020,アメリカ合衆国,812,4108
2020,オーストラリア,504,2307
2020,ニュージーランド,215,921
2020,台湾,3033,9948
2020,香港,25516,125041
2020,ベトナム,1126,8921
2020,タイ,1758,3989
2020,シンガポール,11072,62215
2020,マレーシア,1449,6532
2020,フィリピン,135349,155333
2020,インドネシア,68,317
2020,カンボジア,1420,4871
2020,ラオス,239,1510
2020,バングラデシュ,5776,32442
2020,カタール,50,618
2020,アラブ首長国連邦,2347,14021
2020,タジキスタン,3864,7103
2020,オランダ,787,4717
2020,ロシア,208,1470
2020,アメリカ合衆国,1969,14129
2020,ブラジル,180,1047
2020,オーストラリア,80,755
2020,ニュージーランド,1716,13186
2021,台湾,281,1641
2021,シンガポール,248,2048
2021,マレーシア,466,3214
2021,マカオ,64,278
2021,ベルギー,478,4710
2021,アメリカ合衆国,2695,21630
2021,台湾,228211,1731103
2021,香港,253007,1926499
2021,ベトナム,4680,46161
2021,タイ,8416,63545
2021,シンガポール,164088,1278948
2021,マレーシア,34406,280760
2021,フィリピン,3043,55877
2021,インドネシア,1576,17182
2021,カンボジア,302,2884
2021,マカオ,7461,70998
2021,カタール,121,2161
2021,オマーン,92,1970
2021,アラブ首長国連邦,1855,47153
2021,デンマーク,2359,25548
2021,英国,69237,659264
2021,オランダ,106133,1189752
2021,ベルギー,82060,841912
2021,フランス,26905,272293
2021,モナコ,3541,40479
2021,ドイツ,28894,298452
2021,スイス,4167,46233
2021,スペイン,7189,76036
2021,イタリア,17190,179870
2021,マルタ,279,2648
2021,ポーランド,2988,30461
2021,ロシア,7261,85966
2021,ギリシャ,3102,32560
2021,ルーマニア,49,560
2021,スロバキア,114,1546
2021,カナダ,58800,579175
2021,アメリカ合衆国,910823,8816682
2021,メキシコ,15388,142203
2021,オーストラリア,28138,303750
2021,ニュージーランド,102,1024
2021,台湾,390867,1992958
2021,香港,217884,1088432
2021,ベトナム,4407,25490
2021,タイ,13439,63593
2021,シンガポール,78327,348628
2021,マレーシア,77463,431817
2021,フィリピン,2339,20528
2021,インドネシア,3119,22455
2021,マカオ,4579,29731
2021,カタール,136,1376
2021,アラブ首長国連邦,4834,44425
2021,英国,5460,33722
2021,オランダ,13395,96267
2021,ベルギー,11096,59880
2021,フランス,2720,9298
2021,モナコ,349,2951
2021,ドイツ,2316,13433
2021,スイス,305,2077
2021,スペイン,742,4992
2021,イタリア,6108,41159
2021,マルタ,61,448
2021,ポーランド,70,457
2021,ロシア,1877,13919
2021,ギリシャ,735,4318
2021,スロバキア,62,567
2021,カナダ,3234,20016
2021,アメリカ合衆国,110551,608445
2021,メキシコ,3139,19064
2021,オーストラリア,36091,239462
2021,台湾,176432,837065
2021,香港,83755,367786
2021,ベトナム,75,377
2021,タイ,5597,21380
2021,シンガポール,44190,168085
2021,マレーシア,32850,163349
2021,フィリピン,1267,8965
2021,インドネシア,754,4761
2021,マカオ,4939,21815
2021,カタール,81,497
2021,アラブ首長国連邦,2403,16365
2021,英国,1870,12218
2021,オランダ,4683,27125
2021,ベルギー,7092,50473
2021,フランス,991,2084
2021,ドイツ,533,2411
2021,スペイン,520,3016
2021,イタリア,1403,6502
2021,ロシア,277,2075
2021,カナダ,202,1002
2021,アメリカ合衆国,36812,177674
2021,メキシコ,457,2470
2021,オーストラリア,9736,64956
2021,台湾,22294,105494
2021,香港,10610,44435
2021,タイ,757,3660
2021,シンガポール,5326,20931
2021,マレーシア,6608,33213
2021,フィリピン,74,853
2021,マカオ,447,3258
2021,アラブ首長国連邦,636,4351
2021,英国,78,810
2021,フランス,71,624
2021,ドイツ,33,208
2021,イタリア,103,714
2021,ポーランド,53,563
2021,ロシア,145,1594
2021,ギリシャ,102,637
2021,カナダ,296,2285
2021,アメリカ合衆国,19330,112587
2021,メキシコ,115,1224
2021,オーストラリア,293,1744
2021,台湾,37534,294877
2021,モンゴル,223,2047
2021,香港,207712,1410713
2021,ベトナム,58594,550425
2021,タイ,148247,1075161
2021,シンガポール,55425,365025
2021,マレーシア,6673,46084
2021,フィリピン,13527,112869
2021,インドネシア,5582,60603
2021,カンボジア,1550516,12009139
2021,ラオス,38026,248828
2021,ミャンマー,2014,9428
2021,モルディブ,27,224
2021,バングラデシュ,7350,66707
2021,マカオ,79949,645527
2021,バーレーン,874,19221
2021,カタール,2439,38686
2021,アラブ首長国連邦,26667,354994
2021,アゼルバイジャン,18,272
2021,タジキスタン,111208,697030
2021,英国,1355,15863
2021,オランダ,5135,56481
2021,ドイツ,1986,22070
2021,ロシア,2313,26165
2021,カナダ,1005,8958
2021,アメリカ合衆国,140906,1340990
2021,ブラジル,4537,41403
2021,オーストラリア,591,8479
2021,ニュージーランド,6647,53926
2021,グアム（米）,238,2581
2021,台湾,60917,311877
2021,香港,379576,1765954
2021,ベトナム,18022,107631
2021,タイ,71893,337958
2021,シンガポール,97269,423713
2021,マレーシア,24357,128561
2021,フィリピン,5214,25227
2021,インドネシア,9051,71689
2021,カンボジア,294397,1588278
2021,ミャンマー,218,669
2021,バングラデシュ,1927,11070
2021,マカオ,33472,150269
2021,バーレーン,167,3057
2021,カタール,611,5807
2021,アラブ首長国連邦,18318,95126
2021,タジキスタン,29817,99976
2021,英国,302,2110
2021,オランダ,1181,8363
2021,ドイツ,1080,8976
2021,ロシア,866,5619
2021,アメリカ合衆国,44119,225600
2021,オーストラリア,171,1014
2021,ニュージーランド,295,2304
2021,台湾,28825,111134
2021,香港,154735,631719
2021,ベトナム,11141,60469
2021,タイ,62712,257845
2021,シンガポール,32048,120250
2021,マレーシア,13006,62526
2021,フィリピン,5210,16025
2021,インドネシア,860,6212
2021,カンボジア,207265,915473
2021,バングラデシュ,394,2449
2021,マカオ,23185,105483
2021,バーレーン,108,1982
2021,カタール,176,1541
2021,アラブ首長国連邦,10886,50980
2021,タジキスタン,18413,31657
2021,ドイツ,681,4412
2021,ロシア,719,4210
2021,アメリカ合衆国,7272,36842
2021,オーストラリア,346,1629
2021,ニュージーランド,171,977
2021,台湾,4073,14642
2021,香港,18955,84801
2021,ベトナム,2407,14162
2021,タイ,2838,12978
2021,シンガポール,10786,55974
2021,マレーシア,3856,20511
2021,フィリピン,67559,109967
2021,インドネシア,101,523
2021,カンボジア,4003,29466
2021,ラオス,534,3258
2021,マカオ,964,4532
2021,バーレーン,27,492
2021,カタール,152,1217
2021,アラブ首長国連邦,6069,28988
2021,オランダ,4682,34579
2021,ロシア,672,6926
2021,アメリカ合衆国,6789,46777
2021,ブラジル,59,701
2021,オーストラリア,360,2056
2021,ニュージーランド,1220,9077
2022,シンガポール,361,2921
2022,マレーシア,682,5500
2022,アメリカ合衆国,2787,20893
2022,台湾,340109,2553796
2022,香港,241542,1862576
2022,ベトナム,8857,106579
2022,タイ,10857,89952
2022,シンガポール,200826,1603580
2022,マレーシア,38007,323164
2022,フィリピン,5828,93305
2022,インドネシア,2718,27916
2022,カンボジア,157,2021
2022,マカオ,3713,38213
2022,サウジアラビア,138,2312
2022,カタール,43,406
2022,アラブ首長国連邦,567,16359
2022,デンマーク,2074,23072
2022,英国,93016,897659
2022,オランダ,131977,1442367
2022,ベルギー,76689,814365
2022,フランス,33863,362094
2022,ドイツ,48182,501613
2022,スイス,3664,42149
2022,スペイン,3144,32839
2022,イタリア,22434,230081
2022,マルタ,254,2745
2022,ポーランド,3959,39982
2022,ギリシャ,5665,58162
2022,ルーマニア,258,2929
2022,カナダ,68653,669663
2022,アメリカ合衆国,694965,6079914
2022,メキシコ,16829,153212
2022,オーストラリア,36194,376398
2022,ニュージーランド,465,4633
2022,台湾,563131,2931836
2022,香港,228663,1210599
2022,ベトナム,9172,60413
2022,タイ,23381,124419
2022,シンガポール,76767,367515
2022,マレーシア,81340,446616
2022,フィリピン,2246,21593
2022,インドネシア,4891,33585
2022,マカオ,2378,15896
2022,サウジアラビア,250,2142
2022,カタール,51,294
2022,アラブ首長国連邦,476,6318
2022,デンマーク,73,362
2022,英国,4428,26735
2022,オランダ,9878,74594
2022,ベルギー,28810,149852
2022,フランス,1133,5781
2022,ドイツ,3096,20270
2022,スイス,144,887
2022,スペイン,348,2308
2022,イタリア,7312,49584
2022,マルタ,83,584
2022,ギリシャ,596,3523
2022,ルーマニア,94,697
2022,カナダ,7766,46540
2022,アメリカ合衆国,43146,232660
2022,メキシコ,4198,25450
2022,オーストラリア,38659,262522
2022,ニュージーランド,136,731
2022,台湾,276929,1342635
2022,香港,83180,398431
2022,ベトナム,536,2503
2022,タイ,10441,37222
2022,シンガポール,52950,206514
2022,マレーシア,39069,194605
2022,フィリピン,2414,11480
2022,インドネシア,1302,8063
2022,マカオ,4307,18146
2022,英国,3073,19629
2022,オランダ,5364,31083
2022,ベルギー,3642,31102
2022,フランス,32,248
2022,ドイツ,570,3608
2022,スイス,54,276
2022,スペイン,259,1498
2022,イタリア,1567,6938
2022,マルタ,70,394
2022,ギリシャ,44,254
2022,ルーマニア,178,482
2022,カナダ,1977,10729
2022,アメリカ合衆国,28992,157890
2022,メキシコ,1065,5738
2022,オーストラリア,12809,83489
2022,ニュージーランド,65,267
2022,台湾,26720,120172
2022,香港,7916,34300
2022,ベトナム,55,466
2022,タイ,484,2968
2022,シンガポール,13938,37780
2022,マレーシア,8332,39953
2022,フィリピン,15,568
2022,マカオ,399,2760
2022,イタリア,154,716
2022,カナダ,247,2937
2022,アメリカ合衆国,14041,50266
2022,オーストラリア,470,2688
2022,ベトナム,232,481
2022,マレーシア,40,279
2022,マカオ,290,1657
2022,アラブ首長国連邦,2631,15443
2022,台湾,35904,301383
2022,モンゴル,556,2855
2022,香港,238242,1770597
2022,ベトナム,83867,755484
2022,タイ,240197,1728684
2022,シンガポール,53926,391598
2022,マレーシア,7705,45812
2022,フィリピン,21264,202552
2022,インドネシア,8021,68972
2022,カンボジア,797920,6649497
2022,ラオス,6693,50231
2022,ミャンマー,3028,16221
2022,マカオ,67180,557985
2022,サウジアラビア,947,17380
2022,カタール,3718,68083
2022,アラブ首長国連邦,44470,592896
2022,アルメニア,199,2938
2022,タジキスタン,281468,2077770
2022,英国,2974,34745
2022,オランダ,10868,118877
2022,ドイツ,641,8059
2022,ロシア,1380,15315
2022,チェコ,442,5175
2022,カナダ,3325,31279
2022,アメリカ合衆国,255514,2316078
2022,メキシコ,1797,20349
2022,ブラジル,4444,45947
2022,ウルグアイ,43,723
2022,オーストラリア,4399,61532
2022,ニュージーランド,9369,71013
2022,グアム（米）,1253,15273
2022,マーシャル,151,1548
2022,台湾,49497,253974
2022,モンゴル,371,1389
2022,香港,394938,1914007
2022,ベトナム,19061,80169
2022,タイ,180993,848578
2022,シンガポール,115597,523752
2022,マレーシア,38164,171302
2022,フィリピン,6507,31434
2022,インドネシア,18632,115568
2022,カンボジア,67529,339609
2022,ミャンマー,632,1996
2022,マカオ,12236,66129
2022,サウジアラビア,1705,15784
2022,カタール,554,6952
2022,アラブ首長国連邦,35379,158696
2022,アルメニア,48,571
2022,タジキスタン,34109,123106
2022,英国,775,6954
2022,オランダ,3297,22003
2022,ドイツ,88,505
2022,ロシア,1001,11814
2022,カナダ,107,883
2022,アメリカ合衆国,77108,416627
2022,メキシコ,116,1455
2022,オーストラリア,1049,6668
2022,ニュージーランド,883,4781
2022,台湾,45814,182252
2022,モンゴル,64,226
2022,香港,176449,683554
2022,ベトナム,20841,100769
2022,タイ,107383,446909
2022,シンガポール,36913,145016
2022,マレーシア,27137,106154
2022,フィリピン,3354,15583
2022,インドネシア,4252,23602
2022,カンボジア,68458,312374
2022,マカオ,21279,104970
2022,サウジアラビア,673,6181
2022,カタール,122,1567
2022,アラブ首長国連邦,20231,78574
2022,タジキスタン,11753,44498
2022,オランダ,1205,7314
2022,ドイツ,360,2356
2022,ロシア,561,6830
2022,カナダ,66,662
2022,アメリカ合衆国,21516,113766
2022,オーストラリア,402,2277
2022,台湾,4483,16769
2022,モンゴル,193,567
2022,香港,29386,99650
2022,ベトナム,4058,21667
2022,タイ,7613,28634
2022,シンガポール,16400,35365
2022,マレーシア,9754,34955
2022,フィリピン,24907,49131
2022,インドネシア,1152,5925
2022,カンボジア,60,454
2022,マカオ,358,1111
2022,サウジアラビア,161,1463
2022,アラブ首長国連邦,6941,31900
2022,英国,176,1703
2022,オランダ,585,4350
2022,ロシア,70,768
2022,アメリカ合衆国,3346,16836
2022,ブラジル,105,1344
2023,台湾,46,269
2023,シンガポール,129,1072
2023,マレーシア,299,3235
2023,アメリカ合衆国,2326,20340
2023,台湾,419165,3004251
2023,香港,225832,1827090
2023,ベトナム,9279,109654
2023,タイ,13899,124748
2023,シンガポール,192878,1560256
2023,マレーシア,39177,312866
2023,フィリピン,7466,72653
2023,インドネシア,4543,32925
2023,カンボジア,246,3376
2023,マカオ,3090,38288
2023,サウジアラビア,671,8838
2023,アラブ首長国連邦,1104,18827
2023,デンマーク,1511,17853
2023,英国,90395,914109
2023,アイルランド,36,452
2023,オランダ,142701,1504898
2023,ベルギー,73823,768256
2023,フランス,35071,341048
2023,ドイツ,62488,635540
2023,スイス,4760,54427
2023,ポルトガル,725,6582
2023,スペイン,11348,122590
2023,イタリア,52978,504578
2023,マルタ,96,1020
2023,ポーランド,5015,51756
2023,ロシア,5046,55601
2023,ハンガリー,669,5230
2023,ギリシャ,8206,79782
2023,ルーマニア,47,491
2023,チェコ,180,2380
2023,カナダ,69324,683345
2023,アメリカ合衆国,714237,6466975
2023,メキシコ,12934,134281
2023,オーストラリア,41186,407862
2023,台湾,810118,4100300
2023,香港,188026,941283
2023,ベトナム,11992,74494
2023,タイ,29163,162477
2023,シンガポール,81864,381192
2023,マレーシア,98703,518925
2023,フィリピン,2259,13606
2023,インドネシア,10807,63818
2023,マカオ,1560,10072
2023,サウジアラビア,1375,13408
2023,アラブ首長国連邦,706,5308
2023,英国,5952,37414
2023,アイルランド,74,566
2023,オランダ,11275,79798
2023,ベルギー,28155,155606
2023,フランス,1175,5920
2023,ドイツ,8908,57183
2023,スイス,338,2562
2023,ポルトガル,414,1674
2023,スペイン,1457,8619
2023,イタリア,14124,89087
2023,ポーランド,82,532
2023,ロシア,2414,15764
2023,ハンガリー,1882,9797
2023,ギリシャ,472,2736
2023,チェコ,254,2496
2023,カナダ,14768,74478
2023,アメリカ合衆国,97959,493977
2023,メキシコ,4901,34670
2023,オーストラリア,32615,213704
2023,ニュージーランド,46,247
2023,台湾,334373,1645853
2023,香港,63957,291771
2023,ベトナム,1529,7220
2023,タイ,9167,33058
2023,シンガポール,58845,229826
2023,マレーシア,52019,248515
2023,フィリピン,3008,10056
2023,インドネシア,5053,25811
2023,マカオ,1191,4126
2023,サウジアラビア,668,6501
2023,アラブ首長国連邦,164,1292
2023,英国,3798,20050
2023,オランダ,3465,19432
2023,ベルギー,1889,17402
2023,フランス,221,762
2023,ドイツ,2020,12687
2023,ポルトガル,210,851
2023,スペイン,69,447
2023,イタリア,1656,7543
2023,ポーランド,31,220
2023,ロシア,122,829
2023,ハンガリー,320,1496
2023,ギリシャ,324,1732
2023,カナダ,4083,22196
2023,アメリカ合衆国,45585,203899
2023,メキシコ,439,2927
2023,オーストラリア,7122,46028
2023,台湾,34326,171374
2023,香港,6886,31085
2023,ベトナム,542,3068
2023,タイ,811,4276
2023,シンガポール,21529,55542
2023,マレーシア,9953,46728
2023,インドネシア,348,1806
2023,マカオ,140,928
2023,サウジアラビア,188,1827
2023,英国,376,1576
2023,フランス,139,334
2023,ドイツ,131,695
2023,イタリア,185,818
2023,アメリカ合衆国,8081,33359
2023,オーストラリア,150,1224
2023,ベトナム,382,1427
2023,マレーシア,1019,1631
2023,マカオ,154,972
2023,アラブ首長国連邦,1096,7218
2023,台湾,54823,450434
2023,モンゴル,436,3703
2023,香港,287125,2182068
2023,ベトナム,74110,669535
2023,タイ,211638,1645799
2023,シンガポール,71305,527653
2023,マレーシア,9858,82264
2023,フィリピン,26953,254230
2023,インドネシア,5138,38500
2023,カンボジア,964291,7798647
2023,ラオス,6992,53878
2023,ミャンマー,752,7100
2023,モルディブ,837,6164
2023,マカオ,77664,622894
2023,バーレーン,254,5382
2023,サウジアラビア,6598,160822
2023,カタール,3813,69213
2023,アラブ首長国連邦,50546,549553
2023,カザフスタン,248,3465
2023,タジキスタン,217527,1606908
2023,英国,3324,37142
2023,オランダ,8081,82435
2023,フランス,471,5775
2023,ドイツ,5362,58206
2023,ロシア,865,10392
2023,カナダ,1891,19583
2023,アメリカ合衆国,198150,1797006
2023,メキシコ,9589,107283
2023,ブラジル,2501,25755
2023,オーストラリア,2242,15633
2023,ニュージーランド,6266,53816
2023,グアム（米）,875,6689
2023,マーシャル,50,530
2023,台湾,58005,282875
2023,モンゴル,222,1252
2023,香港,502609,2292778
2023,ベトナム,17336,80392
2023,タイ,144032,688094
2023,シンガポール,88662,424551
2023,マレーシア,51246,227423
2023,フィリピン,7935,47408
2023,インドネシア,12137,64888
2023,カンボジア,122642,591805
2023,マカオ,15007,77658
2023,バーレーン,376,4928
2023,サウジアラビア,11137,116556
2023,カタール,84,689
2023,アラブ首長国連邦,45972,201596
2023,タジキスタン,9945,48155
2023,デンマーク,43,467
2023,英国,37,411
2023,オランダ,1429,10575
2023,フランス,1507,18378
2023,ドイツ,1908,10075
2023,ロシア,1048,10353
2023,カナダ,1457,8162
2023,アメリカ合衆国,91447,414067
2023,メキシコ,575,3488
2023,ブラジル,53,333
2023,オーストラリア,3670,14829
2023,ニュージーランド,1119,6643
2023,グアム（米）,1493,6270
2023,台湾,61711,238278
2023,モンゴル,71,357
2023,香港,218986,851908
2023,ベトナム,18437,89699
2023,タイ,81530,337951
2023,シンガポール,38818,146365
2023,マレーシア,40217,153297
2023,フィリピン,4437,20473
2023,インドネシア,4540,23519
2023,カンボジア,54427,245242
2023,マカオ,31480,154220
2023,バーレーン,229,2994
2023,サウジアラビア,5707,59550
2023,アラブ首長国連邦,11947,45587
2023,タジキスタン,14560,61659
2023,英国,132,706
2023,オランダ,899,8486
2023,フランス,958,11813
2023,ドイツ,194,734
2023,ロシア,517,5428
2023,カナダ,612,3027
2023,アメリカ合衆国,42943,138363
2023,メキシコ,156,565
2023,ブラジル,261,1543
2023,オーストラリア,2612,11381
2023,ニュージーランド,724,2367
2023,グアム（米）,796,3120
2023,台湾,19674,60444
2023,香港,44125,139966
2023,ベトナム,2454,13726
2023,タイ,9817,35305
2023,シンガポール,2035,6352
2023,マレーシア,13938,40695
2023,フィリピン,1109,2985
2023,インドネシア,701,3463
2023,カンボジア,83,643
2023,マカオ,410,1052
2023,バーレーン,54,704
2023,サウジアラビア,1500,15756
2023,アラブ首長国連邦,2733,10263
2023,英国,430,2024
2023,オランダ,904,5416
2023,フランス,186,2291
2023,ロシア,98,1065
2023,アメリカ合衆国,4410,17589
2023,メキシコ,425,2919
2023,ブラジル,109,1264
2023,オーストラリア,456,1864
2023,ニュージーランド,256,2351
2023,グアム（米）,135,501
2024,台湾,880,5296
2024,アメリカ合衆国,2285,20205
2024,台湾,325948,2249197
2024,香港,121443,999316
2024,ベトナム,7546,90241
2024,タイ,9931,85040
2024,シンガポール,145781,1201412
2024,マレーシア,27258,188292
2024,フィリピン,11765,106123
2024,インドネシア,3847,30952
2024,カンボジア,807,6770
2024,マカオ,2246,30016
2024,サウジアラビア,344,6320
2024,アラブ首長国連邦,656,9299
2024,カザフスタン,259,3738
2024,デンマーク,548,6476
2024,英国,67289,688437
2024,アイルランド,171,2162
2024,オランダ,114500,1204198
2024,ベルギー,48335,468817
2024,フランス,26325,257026
2024,ドイツ,55098,541417
2024,スイス,3565,44043
2024,ポルトガル,1214,11880
2024,スペイン,14059,143874
2024,イタリア,55197,520679
2024,マルタ,65,794
2024,ポーランド,3953,41567
2024,ロシア,5497,63282
2024,ハンガリー,1278,14020
2024,ギリシャ,7117,69604
2024,チェコ,130,1782
2024,カナダ,48735,446183
2024,アメリカ合衆国,445495,3985597
2024,メキシコ,7989,84247
2024,オーストラリア,24805,246176
2024,台湾,561346,2803235
2024,香港,123012,612808
2024,ベトナム,6997,42305
2024,タイ,15515,81638
2024,シンガポール,65680,301780
2024,マレーシア,73496,372224
2024,フィリピン,1478,6754
2024,インドネシア,9627,61959
2024,マカオ,687,3017
2024,ジョージア,59,762
2024,英国,7416,45607
2024,アイルランド,104,735
2024,オランダ,10890,78787
2024,ベルギー,2411,13406
2024,フランス,2658,11814
2024,ドイツ,18321,95822
2024,スイス,555,3133
2024,ポルトガル,101,782
2024,スペイン,4041,22764
2024,イタリア,17556,109372
2024,ポーランド,353,2236
2024,ロシア,1129,6928
2024,ハンガリー,786,4630
2024,ギリシャ,98,576
2024,チェコ,177,1923
2024,カナダ,10550,48021
2024,アメリカ合衆国,116983,547026
2024,メキシコ,3686,25181
2024,オーストラリア,17742,115370
2024,台湾,210423,1023295
2024,モンゴル,43,275
2024,香港,31787,152346
2024,ベトナム,1238,6857
2024,タイ,5855,22145
2024,シンガポール,39125,159133
2024,マレーシア,39804,190212
2024,フィリピン,3350,10368
2024,インドネシア,2709,14997
2024,マカオ,757,1830
2024,英国,4109,23869
2024,オランダ,3020,16915
2024,ベルギー,426,2339
2024,フランス,429,1958
2024,ドイツ,3430,23011
2024,スイス,330,1861
2024,スペイン,910,4110
2024,イタリア,1108,4133
2024,ポーランド,244,1084
2024,ロシア,122,764
2024,ギリシャ,159,911
2024,カナダ,1818,8486
2024,アメリカ合衆国,57146,253694
2024,メキシコ,270,1674
2024,オーストラリア,3538,21826
2024,台湾,16146,77632
2024,香港,6176,24380
2024,ベトナム,364,1783
2024,タイ,268,1612
2024,シンガポール,11748,34114
2024,マレーシア,8527,39869
2024,インドネシア,345,1619
2024,マカオ,42,344
2024,ジョージア,56,827
2024,英国,69,431
2024,スペイン,47,214
2024,イタリア,82,473
2024,ポーランド,75,384
2024,カナダ,251,1095
2024,アメリカ合衆国,4004,14760
2024,メキシコ,32,425
2024,カンボジア,350,2025
2024,アラブ首長国連邦,279,1355
2024,アメリカ合衆国,106,953
2024,台湾,62303,443516
2024,モンゴル,170,1871
2024,香港,151672,1131324
2024,ベトナム,114445,903461
2024,タイ,168081,1234902
2024,シンガポール,38221,296006
2024,マレーシア,9498,62930
2024,フィリピン,21761,190927
2024,インドネシア,8019,58870
2024,カンボジア,437293,3434036
2024,ラオス,3061,17710
2024,ミャンマー,585,5311
2024,モルディブ,838,7471
2024,マカオ,81108,676032
2024,バーレーン,132,3951
2024,サウジアラビア,3735,43487
2024,カタール,966,17271
2024,アラブ首長国連邦,42427,337954
2024,タジキスタン,4410,34337
2024,英国,2544,28245
2024,オランダ,17952,184674
2024,フランス,401,5041
2024,ドイツ,5368,54075
2024,イタリア,1140,12617
2024,ポーランド,870,7199
2024,ロシア,1700,20697
2024,チェコ,122,1488
2024,カナダ,369,3500
2024,アメリカ合衆国,66775,539194
2024,メキシコ,6886,71278
2024,ブラジル,3846,37677
2024,エチオピア,32,273
2024,オーストラリア,1839,19037
2024,パプアニューギニア,159,1046
2024,ニュージーランド,4586,36660
2024,グアム（米）,6088,50225
2024,マーシャル,50,526
2024,台湾,124389,564426
2024,香港,335870,1496213
2024,ベトナム,23611,110314
2024,タイ,231103,1077101
2024,シンガポール,38996,188608
2024,マレーシア,53584,239360
2024,フィリピン,9391,45590
2024,インドネシア,22999,120167
2024,カンボジア,26804,152761
2024,モルディブ,36,223
2024,マカオ,25471,121933
2024,サウジアラビア,486,2909
2024,アラブ首長国連邦,34251,128350
2024,英国,786,7758
2024,オランダ,4922,36793
2024,フランス,1291,16115
2024,ドイツ,112,737
2024,イタリア,1771,13818
2024,ポーランド,322,1627
2024,ロシア,74,1204
2024,カナダ,297,1753
2024,アメリカ合衆国,151188,641245
2024,メキシコ,1481,10727
2024,ブラジル,64,693
2024,オーストラリア,553,3400
2024,ニュージーランド,666,3617
2024,グアム（米）,4758,21667
2024,台湾,112542,466122
2024,モンゴル,3900,4139
2024,香港,174073,690005
2024,ベトナム,24781,114299
2024,タイ,87936,385765
2024,シンガポール,12441,46721
2024,マレーシア,32355,135945
2024,フィリピン,4925,20729
2024,インドネシア,8362,41207
2024,カンボジア,37270,172510
2024,マカオ,26971,127049
2024,サウジアラビア,197,1043
2024,アラブ首長国連邦,22382,80285
2024,オランダ,2927,23094
2024,フランス,778,9739
2024,ドイツ,256,1656
2024,イタリア,480,3122
2024,ポーランド,85,377
2024,アメリカ合衆国,102258,317667
2024,メキシコ,86,400
2024,オーストラリア,422,2359
2024,ニュージーランド,562,1851
2024,グアム（米）,4063,22192
2024,台湾,21181,83246
2024,香港,51680,123504
2024,ベトナム,296,1580
2024,タイ,14740,39037
2024,シンガポール,2207,11234
2024,マレーシア,21142,45977
2024,フィリピン,827,4742
2024,インドネシア,2483,12625
2024,マカオ,2437,11853
2024,アラブ首長国連邦,4863,17615
2024,オランダ,2359,14639
2024,フランス,183,2312
2024,ロシア,81,1330
2024,チェコ,119,1242
2024,カナダ,54,533
2024,アメリカ合衆国,741,3327
2024,メキシコ,285,992
2024,ブラジル,30,339
2024,グアム（米）,384,1451
