year,country,_,_,_,_,_,_,amount,value
2020,香港,,KG,,,,,113719,438194
2020,ベトナム,,KG,,,,,1366,8301
2020,タイ,,KG,,,,,6953,26650
2020,シンガポール,,KG,,,,,33198,113276
2020,マレーシア,,KG,,,,,19814,92178
2020,フィリピン,,KG,,,,,1083,7153
2020,インドネシア,,KG,,,,,282,1444
2020,マカオ,,KG,,,,,7065,31667
2020,ジョージア,,KG,,,,,16,217
2020,英国,,KG,,,,,584,3681
2020,オランダ,,KG,,,,,2691,14636
2020,ベルギー,,KG,,,,,2368,12314
2020,ドイツ,,KG,,,,,255,1037
2020,イタリア,,KG,,,,,799,3315
2020,ポーランド,,KG,,,,,75,348
2020,ロシア,,KG,,,,,149,1017
2020,カナダ,,KG,,,,,618,2307
2020,アメリカ合衆国,,KG,,,,,18930,86632
2020,メキシコ,,KG,,,,,300,1219
2020,オーストラリア,,KG,,,,,4420,25994
2020,台湾,,KG,,,,,25112,109584
2020,香港,,KG,,,,,14698,57752
2020,タイ,,KG,,,,,1395,6305
2020,シンガポール,,KG,,,,,2880,9896
2020,マレーシア,,KG,,,,,4132,19686
2020,フィリピン,,KG,,,,,121,678
2020,マカオ,,KG,,,,,232,1641
2020,フランス,,KG,,,,,231,1858
2020,イタリア,,KG,,,,,67,643
2020,カナダ,,KG,,,,,1814,8836
2020,アメリカ合衆国,,KG,,,,,11076,45127
2020,オーストラリア,,KG,,,,,137,1061
2020,台湾,,KG,,,,,59,402
2020,台湾,,KG,,,,,32860,225426
2020,香港,,KG,,,,,195069,1178048
2020,ベトナム,,KG,,,,,33532,293877
2020,タイ,,KG,,,,,108814,777949
2020,シンガポール,,KG,,,,,52006,329482
2020,マレーシア,,KG,,,,,3653,21969
2020,フィリピン,,KG,,,,,8760,74606
2020,インドネシア,,KG,,,,,6011,53583
2020,カンボジア,,KG,,,,,1085264,8027471
2020,ラオス,,KG,,,,,28662,124781
2020,ミャンマー,,KG,,,,,1445,6743
2020,バングラデシュ,,KG,,,,,8561,48083
2020,マカオ,,KG,,,,,29423,234786
2020,バーレーン,,KG,,,,,231,5145
2020,カタール,,KG,,,,,1391,18788
2020,アラブ首長国連邦,,KG,,,,,12320,147401
2020,タジキスタン,,KG,,,,,46499,216506
2020,オランダ,,KG,,,,,639,5374
2020,ドイツ,,KG,,,,,562,5319
2020,スイス,,KG,,,,,88,507
2020,ロシア,,KG,,,,,1598,17044
2020,カナダ,,KG,,,,,900,8774
2020,アメリカ合衆国,,KG,,,,,48121,407463
2020,ブラジル,,KG,,,,,4659,37032
2020,オーストラリア,,KG,,,,,98,1253
2020,ニュージーランド,,KG,,,,,7130,56198
2020,台湾,,KG,,,,,46739,203145
2020,香港,,KG,,,,,283836,1178980
2020,ベトナム,,KG,,,,,12616,53633
2020,タイ,,KG,,,,,42636,190023
2020,シンガポール,,KG,,,,,62637,273688
2020,マレーシア,,KG,,,,,13115,62948
2020,フィリピン,,KG,,,,,1173,6131
2020,インドネシア,,KG,,,,,5478,46693
2020,カンボジア,,KG,,,,,183146,887316
2020,ラオス,,KG,,,,,70,273
2020,ミャンマー,,KG,,,,,2312,9773
2020,マカオ,,KG,,,,,4674,24611
2020,カタール,,KG,,,,,282,3482
2020,アラブ首長国連邦,,KG,,,,,8176,56046
2020,タジキスタン,,KG,,,,,13340,38155
2020,フランス,,KG,,,,,33,276
2020,ドイツ,,KG,,,,,342,2976
2020,ロシア,,KG,,,,,293,2187
2020,カナダ,,KG,,,,,496,1944
2020,アメリカ合衆国,,KG,,,,,5635,27795
2020,ブラジル,,KG,,,,,36,266
2020,オーストラリア,,KG,,,,,105,783
2020,ニュージーランド,,KG,,,,,403,2345
2020,台湾,,KG,,,,,22794,91818
2020,香港,,KG,,,,,98645,385382
2020,ベトナム,,KG,,,,,7268,31774
2020,タイ,,KG,,,,,37026,133788
2020,シンガポール,,KG,,,,,29306,107624
2020,マレーシア,,KG,,,,,8580,37321
2020,フィリピン,,KG,,,,,3327,5589
2020,インドネシア,,KG,,,,,1122,7805
2020,カンボジア,,KG,,,,,146905,627761
2020,ミャンマー,,KG,,,,,663,2543
2020,マカオ,,KG,,,,,3702,15824
2020,カタール,,KG,,,,,25,316
2020,アラブ首長国連邦,,KG,,,,,3836,20241
2020,タジキスタン,,KG,,,,,3190,6839
2020,ドイツ,,KG,,,,,204,1004
2020,ロシア,,KG,,,,,186,1388
2020,カナダ,,KG,,,,,204,700
2020,アメリカ合衆国,,KG,,,,,812,4108
2020,オーストラリア,,KG,,,,,504,2307
2020,ニュージーランド,,KG,,,,,215,921
2020,台湾,,KG,,,,,3033,9948
2020,香港,,KG,,,,,25516,125041
2020,ベトナム,,KG,,,,,1126,8921
2020,タイ,,KG,,,,,1758,3989
2020,シンガポール,,KG,,,,,11072,62215
2020,マレーシア,,KG,,,,,1449,6532
2020,フィリピン,,KG,,,,,135349,155333
2020,インドネシア,,KG,,,,,68,317
2020,カンボジア,,KG,,,,,1420,4871
2020,ラオス,,KG,,,,,239,1510
2020,バングラデシュ,,KG,,,,,5776,32442
2020,カタール,,KG,,,,,50,618
2020,アラブ首長国連邦,,KG,,,,,2347,14021
2020,タジキスタン,,KG,,,,,3864,7103
2020,オランダ,,KG,,,,,787,4717
2020,ロシア,,KG,,,,,208,1470
2020,アメリカ合衆国,,KG,,,,,1969,14129
2020,ブラジル,,KG,,,,,180,1047
2020,オーストラリア,,KG,,,,,80,755
2020,ニュージーランド,,KG,,,,,1716,13186
