year,country,_,_,_,_,_,_,amount,value
2016,マカオ,,KG,,,,,54,230
2016,アラブ首長国連邦,,KG,,,,,225,861
2016,デンマーク,,KG,,,,,100,480
2016,英国,,KG,,,,,1106,5855
2016,オランダ,,KG,,,,,1179,7508
2016,ベルギー,,KG,,,,,417,3277
2016,ドイツ,,KG,,,,,357,1757
2016,イタリア,,KG,,,,,217,1599
2016,ロシア,,KG,,,,,341,2252
2016,カナダ,,KG,,,,,775,5571
2016,アメリカ合衆国,,KG,,,,,5471,33307
2016,メキシコ,,KG,,,,,42,270
2016,香港,,KG,,,,,10296,37894
2016,ベトナム,,KG,,,,,118,446
2016,タイ,,KG,,,,,1341,5353
2016,シンガポール,,KG,,,,,2110,8507
2016,ミャンマー,,KG,,,,,90,363
2016,マカオ,,KG,,,,,63,252
2016,アラブ首長国連邦,,KG,,,,,102,245
2016,英国,,KG,,,,,186,809
2016,オランダ,,KG,,,,,257,1481
2016,ベルギー,,KG,,,,,307,1252
2016,ドイツ,,KG,,,,,88,558
2016,イタリア,,KG,,,,,60,308
2016,ロシア,,KG,,,,,48,310
2016,アメリカ合衆国,,KG,,,,,996,5113
2016,香港,,KG,,,,,4834,21479
2016,ベトナム,,KG,,,,,429,1609
2016,タイ,,KG,,,,,986,10380
2016,シンガポール,,KG,,,,,2531,20430
2016,フィリピン,,KG,,,,,478,4693
2016,ミャンマー,,KG,,,,,80,216
2016,マカオ,,KG,,,,,150,2546
2016,アラブ首長国連邦,,KG,,,,,1003,7916
2016,デンマーク,,KG,,,,,285,2722
2016,英国,,KG,,,,,242,2044
2016,オランダ,,KG,,,,,1270,12230
2016,ドイツ,,KG,,,,,246,2151
2016,スイス,,KG,,,,,233,1693
2016,イタリア,,KG,,,,,76,657
2016,ロシア,,KG,,,,,36,294
2016,カナダ,,KG,,,,,471,4583
2016,アメリカ合衆国,,KG,,,,,2800,22885
2016,メキシコ,,KG,,,,,208,1941
2016,モンゴル,,KG,,,,,14060,106561
2016,香港,,KG,,,,,225625,1453315
2016,ベトナム,,KG,,,,,25540,176516
2016,タイ,,KG,,,,,63140,391309
2016,シンガポール,,KG,,,,,32172,111911
2016,フィリピン,,KG,,,,,1134,10653
2016,インドネシア,,KG,,,,,2305,13614
2016,カンボジア,,KG,,,,,326276,2345287
2016,ラオス,,KG,,,,,18194,144015
2016,ミャンマー,,KG,,,,,960,5944
2016,マカオ,,KG,,,,,42603,336837
2016,カタール,,KG,,,,,547,6347
2016,アラブ首長国連邦,,KG,,,,,7911,70888
2016,タジキスタン,,KG,,,,,19999,164191
2016,ドイツ,,KG,,,,,308,2178
2016,ロシア,,KG,,,,,378,1312
2016,アメリカ合衆国,,KG,,,,,6196,46978
2016,ブラジル,,KG,,,,,35,706
2016,ニュージーランド,,KG,,,,,251,2448
2016,グアム（米）,,KG,,,,,356,3091
2016,北マリアナ諸島（米）,,KG,,,,,262,2207
2016,モンゴル,,KG,,,,,302,2666
2016,香港,,KG,,,,,56441,399831
2016,ベトナム,,KG,,,,,3511,31486
2016,タイ,,KG,,,,,14468,116202
2016,シンガポール,,KG,,,,,2615,18290
2016,フィリピン,,KG,,,,,925,6618
2016,インドネシア,,KG,,,,,156,780
2016,カンボジア,,KG,,,,,71514,539995
2016,ラオス,,KG,,,,,7467,46670
2016,マカオ,,KG,,,,,2893,26826
2016,カタール,,KG,,,,,125,1809
2016,アラブ首長国連邦,,KG,,,,,1189,14520
2016,タジキスタン,,KG,,,,,3242,29963
2016,ドイツ,,KG,,,,,190,1618
2016,アメリカ合衆国,,KG,,,,,959,7899
2016,メキシコ,,KG,,,,,24,260
2016,ニュージーランド,,KG,,,,,103,988
2016,グアム（米）,,KG,,,,,491,5496
2016,北マリアナ諸島（米）,,KG,,,,,280,2659
2016,香港,,KG,,,,,10667,46843
2016,ベトナム,,KG,,,,,394,1841
2016,タイ,,KG,,,,,6661,28143
2016,シンガポール,,KG,,,,,594,3112
2016,フィリピン,,KG,,,,,204,1086
2016,インドネシア,,KG,,,,,245,1274
2016,カンボジア,,KG,,,,,9306,62813
2016,マカオ,,KG,,,,,320,3847
2016,カタール,,KG,,,,,169,1523
2016,アラブ首長国連邦,,KG,,,,,3822,23005
2016,タジキスタン,,KG,,,,,360,1549
2016,ドイツ,,KG,,,,,62,416
2016,カナダ,,KG,,,,,39,220
2016,アメリカ合衆国,,KG,,,,,653,3075
2016,香港,,KG,,,,,2879,14408
2016,ベトナム,,KG,,,,,430,2610
2016,タイ,,KG,,,,,4327,19343
2016,シンガポール,,KG,,,,,371,1072
2016,フィリピン,,KG,,,,,274,1552
2016,カンボジア,,KG,,,,,3371,24398
2016,アラブ首長国連邦,,KG,,,,,2331,11321
2016,タジキスタン,,KG,,,,,336,1849
2016,アメリカ合衆国,,KG,,,,,130,658
2016,香港,,KG,,,,,2558,17169
2016,ベトナム,,KG,,,,,127,1090
2016,タイ,,KG,,,,,1707,10265
2016,シンガポール,,KG,,,,,1307,4152
2016,フィリピン,,KG,,,,,185,957
2016,マカオ,,KG,,,,,56,410
2016,カタール,,KG,,,,,18,253
2016,アラブ首長国連邦,,KG,,,,,1526,9924
2016,ドイツ,,KG,,,,,83,633
2016,アメリカ合衆国,,KG,,,,,210,1373
2016,グアム（米）,,KG,,,,,207,2353
