year,country,_,_,_,_,_,_,amount,value
2023,ベトナム,,KG,,,,,18437,89699
2023,タイ,,KG,,,,,81530,337951
2023,シンガポール,,KG,,,,,38818,146365
2023,マレーシア,,KG,,,,,40217,153297
2023,フィリピン,,KG,,,,,4437,20473
2023,インドネシア,,KG,,,,,4540,23519
2023,カンボジア,,KG,,,,,54427,245242
2023,マカオ,,KG,,,,,31480,154220
2023,バーレーン,,KG,,,,,229,2994
2023,サウジアラビア,,KG,,,,,5707,59550
2023,アラブ首長国連邦,,KG,,,,,11947,45587
2023,タジキスタン,,KG,,,,,14560,61659
2023,英国,,KG,,,,,132,706
2023,オランダ,,KG,,,,,899,8486
2023,フランス,,KG,,,,,958,11813
2023,ドイツ,,KG,,,,,194,734
2023,ロシア,,KG,,,,,517,5428
2023,カナダ,,KG,,,,,612,3027
2023,アメリカ合衆国,,KG,,,,,42943,138363
2023,メキシコ,,KG,,,,,156,565
2023,ブラジル,,KG,,,,,261,1543
2023,オーストラリア,,KG,,,,,2612,11381
2023,ニュージーランド,,KG,,,,,724,2367
2023,グアム（米）,,KG,,,,,796,3120
2023,台湾,,KG,,,,,19674,60444
2023,香港,,KG,,,,,44125,139966
2023,ベトナム,,KG,,,,,2454,13726
2023,タイ,,KG,,,,,9817,35305
2023,シンガポール,,KG,,,,,2035,6352
2023,マレーシア,,KG,,,,,13938,40695
2023,フィリピン,,KG,,,,,1109,2985
2023,インドネシア,,KG,,,,,701,3463
2023,カンボジア,,KG,,,,,83,643
2023,マカオ,,KG,,,,,410,1052
2023,バーレーン,,KG,,,,,54,704
2023,サウジアラビア,,KG,,,,,1500,15756
2023,アラブ首長国連邦,,KG,,,,,2733,10263
2023,英国,,KG,,,,,430,2024
2023,オランダ,,KG,,,,,904,5416
2023,フランス,,KG,,,,,186,2291
2023,ロシア,,KG,,,,,98,1065
2023,アメリカ合衆国,,KG,,,,,4410,17589
2023,メキシコ,,KG,,,,,425,2919
2023,ブラジル,,KG,,,,,109,1264
2023,オーストラリア,,KG,,,,,456,1864
2023,ニュージーランド,,KG,,,,,256,2351
2023,グアム（米）,,KG,,,,,135,501
