year,country,_,_,_,_,_,_,amount,value
2021,シンガポール,,KG,,,,,78327,348628
2021,マレーシア,,KG,,,,,77463,431817
2021,フィリピン,,KG,,,,,2339,20528
2021,インドネシア,,KG,,,,,3119,22455
2021,マカオ,,KG,,,,,4579,29731
2021,カタール,,KG,,,,,136,1376
2021,アラブ首長国連邦,,KG,,,,,4834,44425
2021,英国,,KG,,,,,5460,33722
2021,オランダ,,KG,,,,,13395,96267
2021,ベルギー,,KG,,,,,11096,59880
2021,フランス,,KG,,,,,2720,9298
2021,モナコ,,KG,,,,,349,2951
2021,ドイツ,,KG,,,,,2316,13433
2021,スイス,,KG,,,,,305,2077
2021,スペイン,,KG,,,,,742,4992
2021,イタリア,,KG,,,,,6108,41159
2021,マルタ,,KG,,,,,61,448
2021,ポーランド,,KG,,,,,70,457
2021,ロシア,,KG,,,,,1877,13919
2021,ギリシャ,,KG,,,,,735,4318
2021,スロバキア,,KG,,,,,62,567
2021,カナダ,,KG,,,,,3234,20016
2021,アメリカ合衆国,,KG,,,,,110551,608445
2021,メキシコ,,KG,,,,,3139,19064
2021,オーストラリア,,KG,,,,,36091,239462
2021,台湾,,KG,,,,,176432,837065
2021,香港,,KG,,,,,83755,367786
2021,ベトナム,,KG,,,,,75,377
2021,タイ,,KG,,,,,5597,21380
2021,シンガポール,,KG,,,,,44190,168085
2021,マレーシア,,KG,,,,,32850,163349
2021,フィリピン,,KG,,,,,1267,8965
2021,インドネシア,,KG,,,,,754,4761
2021,マカオ,,KG,,,,,4939,21815
2021,カタール,,KG,,,,,81,497
2021,アラブ首長国連邦,,KG,,,,,2403,16365
2021,英国,,KG,,,,,1870,12218
2021,オランダ,,KG,,,,,4683,27125
2021,ベルギー,,KG,,,,,7092,50473
2021,フランス,,KG,,,,,991,2084
2021,ドイツ,,KG,,,,,533,2411
2021,スペイン,,KG,,,,,520,3016
2021,イタリア,,KG,,,,,1403,6502
2021,ロシア,,KG,,,,,277,2075
2021,カナダ,,KG,,,,,202,1002
2021,アメリカ合衆国,,KG,,,,,36812,177674
2021,メキシコ,,KG,,,,,457,2470
2021,オーストラリア,,KG,,,,,9736,64956
2021,台湾,,KG,,,,,22294,105494
2021,香港,,KG,,,,,10610,44435
2021,タイ,,KG,,,,,757,3660
2021,シンガポール,,KG,,,,,5326,20931
2021,マレーシア,,KG,,,,,6608,33213
2021,フィリピン,,KG,,,,,74,853
2021,マカオ,,KG,,,,,447,3258
2021,アラブ首長国連邦,,KG,,,,,636,4351
2021,英国,,KG,,,,,78,810
2021,フランス,,KG,,,,,71,624
2021,ドイツ,,KG,,,,,33,208
2021,イタリア,,KG,,,,,103,714
2021,ポーランド,,KG,,,,,53,563
2021,ロシア,,KG,,,,,145,1594
2021,ギリシャ,,KG,,,,,102,637
2021,カナダ,,KG,,,,,296,2285
2021,アメリカ合衆国,,KG,,,,,19330,112587
2021,メキシコ,,KG,,,,,115,1224
2021,オーストラリア,,KG,,,,,293,1744
2021,台湾,,KG,,,,,37534,294877
2021,モンゴル,,KG,,,,,223,2047
2021,香港,,KG,,,,,207712,1410713
2021,ベトナム,,KG,,,,,58594,550425
2021,タイ,,KG,,,,,148247,1075161
2021,シンガポール,,KG,,,,,55425,365025
2021,マレーシア,,KG,,,,,6673,46084
2021,フィリピン,,KG,,,,,13527,112869
2021,インドネシア,,KG,,,,,5582,60603
2021,カンボジア,,KG,,,,,1550516,12009139
2021,ラオス,,KG,,,,,38026,248828
2021,ミャンマー,,KG,,,,,2014,9428
2021,モルディブ,,KG,,,,,27,224
2021,バングラデシュ,,KG,,,,,7350,66707
2021,マカオ,,KG,,,,,79949,645527
2021,バーレーン,,KG,,,,,874,19221
2021,カタール,,KG,,,,,2439,38686
2021,アラブ首長国連邦,,KG,,,,,26667,354994
2021,アゼルバイジャン,,KG,,,,,18,272
2021,タジキスタン,,KG,,,,,111208,697030
2021,英国,,KG,,,,,1355,15863
2021,オランダ,,KG,,,,,5135,56481
2021,ドイツ,,KG,,,,,1986,22070
2021,ロシア,,KG,,,,,2313,26165
2021,カナダ,,KG,,,,,1005,8958
2021,アメリカ合衆国,,KG,,,,,140906,1340990
2021,ブラジル,,KG,,,,,4537,41403
2021,オーストラリア,,KG,,,,,591,8479
2021,ニュージーランド,,KG,,,,,6647,53926
2021,グアム（米）,,KG,,,,,238,2581
2021,台湾,,KG,,,,,60917,311877
2021,香港,,KG,,,,,379576,1765954
2021,ベトナム,,KG,,,,,18022,107631
2021,タイ,,KG,,,,,71893,337958
2021,シンガポール,,KG,,,,,97269,423713
2021,マレーシア,,KG,,,,,24357,128561
2021,フィリピン,,KG,,,,,5214,25227
2021,インドネシア,,KG,,,,,9051,71689
2021,カンボジア,,KG,,,,,294397,1588278
2021,ミャンマー,,KG,,,,,218,669
2021,バングラデシュ,,KG,,,,,1927,11070
2021,マカオ,,KG,,,,,33472,150269
2021,バーレーン,,KG,,,,,167,3057
2021,カタール,,KG,,,,,611,5807
2021,アラブ首長国連邦,,KG,,,,,18318,95126
2021,タジキスタン,,KG,,,,,29817,99976
2021,英国,,KG,,,,,302,2110
2021,オランダ,,KG,,,,,1181,8363
2021,ドイツ,,KG,,,,,1080,8976
2021,ロシア,,KG,,,,,866,5619
2021,アメリカ合衆国,,KG,,,,,44119,225600
2021,オーストラリア,,KG,,,,,171,1014
2021,ニュージーランド,,KG,,,,,295,2304
2021,台湾,,KG,,,,,28825,111134
2021,香港,,KG,,,,,154735,631719
2021,ベトナム,,KG,,,,,11141,60469
2021,タイ,,KG,,,,,62712,257845
2021,シンガポール,,KG,,,,,32048,120250
2021,マレーシア,,KG,,,,,13006,62526
2021,フィリピン,,KG,,,,,5210,16025
2021,インドネシア,,KG,,,,,860,6212
2021,カンボジア,,KG,,,,,207265,915473
2021,バングラデシュ,,KG,,,,,394,2449
2021,マカオ,,KG,,,,,23185,105483
2021,バーレーン,,KG,,,,,108,1982
2021,カタール,,KG,,,,,176,1541
2021,アラブ首長国連邦,,KG,,,,,10886,50980
2021,タジキスタン,,KG,,,,,18413,31657
2021,ドイツ,,KG,,,,,681,4412
2021,ロシア,,KG,,,,,719,4210
2021,アメリカ合衆国,,KG,,,,,7272,36842
2021,オーストラリア,,KG,,,,,346,1629
2021,ニュージーランド,,KG,,,,,171,977
2021,台湾,,KG,,,,,4073,14642
2021,香港,,KG,,,,,18955,84801
2021,ベトナム,,KG,,,,,2407,14162
2021,タイ,,KG,,,,,2838,12978
2021,シンガポール,,KG,,,,,10786,55974
2021,マレーシア,,KG,,,,,3856,20511
2021,フィリピン,,KG,,,,,67559,109967
2021,インドネシア,,KG,,,,,101,523
2021,カンボジア,,KG,,,,,4003,29466
2021,ラオス,,KG,,,,,534,3258
2021,マカオ,,KG,,,,,964,4532
2021,バーレーン,,KG,,,,,27,492
2021,カタール,,KG,,,,,152,1217
2021,アラブ首長国連邦,,KG,,,,,6069,28988
2021,オランダ,,KG,,,,,4682,34579
2021,ロシア,,KG,,,,,672,6926
2021,アメリカ合衆国,,KG,,,,,6789,46777
2021,ブラジル,,KG,,,,,59,701
2021,オーストラリア,,KG,,,,,360,2056
2021,ニュージーランド,,KG,,,,,1220,9077
